# ---------------------------------- WARNING ----------------------------------------
# Some of the data that you have obtained from this U.S. Geological Survey database
# may not have received Director's approval. Any such data values are qualified
# as provisional and are subject to revision. Provisional data are released on the
# condition that neither the USGS nor the United States Government may be held liable
# for any damages resulting from its use.
#
# Additional info: https://help.waterdata.usgs.gov/policies/provisional-data-statement
#
# File-format description:  https://help.waterdata.usgs.gov/faq/about-tab-delimited-output
# Automated-retrieval info: https://help.waterdata.usgs.gov/faq/automated-retrievals
#
# Contact:   gs-w_support_nwisweb@usgs.gov
# retrieved: 2017-12-06 22:56:37 EST       (vaww01)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 10163000 PROVO RIVER AT PROVO, UT
# -----------------------------------------------------------------------------------
#
# Data provided for site 10163000
#            TS   parameter     statistic     Description
#        143648       00060     00003     Discharge, cubic feet per second (Mean)
#
# Data-value qualification codes included in this output:
#        
#     A  Approved for publication -- Processing and review completed.
#     P  Provisional data subject to revision.
#     e  Value has been estimated.
# 
agency_cd	site_no	datetime	143648_00060_00003	143648_00060_00003_cd
USGS	10163000	1984-05-22	990	A
USGS	10163000	1984-05-23	1120	A
USGS	10163000	1984-05-24	1630	A
USGS	10163000	1984-05-25	1870	A
USGS	10163000	1984-05-26	1370	A
USGS	10163000	1984-05-27	996	A
USGS	10163000	1984-05-28	959	A
USGS	10163000	1984-05-29	955	A
USGS	10163000	1984-05-30	1210	A
USGS	10163000	1984-05-31	1470	A
USGS	10163000	1984-06-01	1650	A
USGS	10163000	1984-06-02	1670	A
USGS	10163000	1984-06-03	1690	A
USGS	10163000	1984-06-04	1660	A
USGS	10163000	1984-06-05	1370	A
USGS	10163000	1984-06-06	1200	A
USGS	10163000	1984-06-07	1310	A
USGS	10163000	1984-06-08	1470	A
USGS	10163000	1984-06-09	1640	A
USGS	10163000	1984-06-10	1620	A
USGS	10163000	1984-06-11	1500	A
USGS	10163000	1984-06-12	1310	A
USGS	10163000	1984-06-13	980	A
USGS	10163000	1984-06-14	860	A
USGS	10163000	1984-06-15	777	A
USGS	10163000	1984-06-16	761	A
USGS	10163000	1984-06-17	733	A
USGS	10163000	1984-06-18	686	A
USGS	10163000	1984-06-19	616	A
USGS	10163000	1984-06-20	606	A
USGS	10163000	1984-06-21	596	A
USGS	10163000	1984-06-22	550	A
USGS	10163000	1984-06-23	523	A
USGS	10163000	1984-06-24	517	A
USGS	10163000	1984-06-25	510	A
USGS	10163000	1984-06-26	519	A
USGS	10163000	1984-06-27	513	A
USGS	10163000	1984-06-28	457	A
USGS	10163000	1984-06-29	249	A
USGS	10163000	1984-06-30	209	A
USGS	10163000	1984-07-01	175	A
USGS	10163000	1984-07-02	155	A
USGS	10163000	1984-07-03	138	A
USGS	10163000	1984-07-04	142	A
USGS	10163000	1984-07-05	123	A
USGS	10163000	1984-07-06	95.6	A
USGS	10163000	1984-07-07	74.4	A
USGS	10163000	1984-07-08	65.6	A
USGS	10163000	1984-07-09	75.9	A
USGS	10163000	1984-07-10	114	A
USGS	10163000	1984-07-11	90.7	A
USGS	10163000	1984-07-12	72.1	A
USGS	10163000	1984-07-13	83.8	A
USGS	10163000	1984-07-14	96.3	A
USGS	10163000	1984-07-15	62.0	A
USGS	10163000	1984-07-16	41.1	A
USGS	10163000	1984-07-17	26.5	A
USGS	10163000	1984-07-18	23.0	A
USGS	10163000	1984-07-19	22.0	A
USGS	10163000	1984-07-20	21.5	A
USGS	10163000	1984-07-21	31.2	A
USGS	10163000	1984-07-22	83.9	A
USGS	10163000	1984-07-23	125	A
USGS	10163000	1984-07-24	137	A
USGS	10163000	1984-07-25	114	A
USGS	10163000	1984-07-26	86.9	A
USGS	10163000	1984-07-27	77.1	A
USGS	10163000	1984-07-28	68.1	A
USGS	10163000	1984-07-29	73.2	A
USGS	10163000	1984-07-30	55.4	A
USGS	10163000	1984-07-31	54.6	A
USGS	10163000	1984-08-01	51.1	A
USGS	10163000	1984-08-02	61.4	A
USGS	10163000	1984-08-03	59.0	A
USGS	10163000	1984-08-04	45.5	A
USGS	10163000	1984-08-05	54.9	A
USGS	10163000	1984-08-06	49.0	A
USGS	10163000	1984-08-07	40.4	A
USGS	10163000	1984-08-08	42.6	A
USGS	10163000	1984-08-09	44.0	A
USGS	10163000	1984-08-10	39.8	A
USGS	10163000	1984-08-11	38.4	A
USGS	10163000	1984-08-12	34.0	A
USGS	10163000	1984-08-13	30.0	A
USGS	10163000	1984-08-14	58.6	A
USGS	10163000	1984-08-15	58.8	A
USGS	10163000	1984-08-16	62.4	A
USGS	10163000	1984-08-17	60.6	A
USGS	10163000	1984-08-18	70.9	A
USGS	10163000	1984-08-19	83.2	A
USGS	10163000	1984-08-20	112	A
USGS	10163000	1984-08-21	96.9	A
USGS	10163000	1984-08-22	83.4	A
USGS	10163000	1984-08-23	69.4	A
USGS	10163000	1984-08-24	73.1	A
USGS	10163000	1984-08-25	93.2	A
USGS	10163000	1984-08-26	109	A
USGS	10163000	1984-08-27	106	A
USGS	10163000	1984-08-28	78.1	A
USGS	10163000	1984-08-29	69.4	A
USGS	10163000	1984-08-30	56.8	A
USGS	10163000	1984-08-31	53.8	A
USGS	10163000	1984-09-01	43.3	A
USGS	10163000	1984-09-02	41.6	A
USGS	10163000	1984-09-03	33.6	A
USGS	10163000	1984-09-04	39.7	A
USGS	10163000	1984-09-05	53.2	A
USGS	10163000	1984-09-06	74.3	A
USGS	10163000	1984-09-07	85.0	A
USGS	10163000	1984-09-08	83.9	A
USGS	10163000	1984-09-09	95.9	A
USGS	10163000	1984-09-10	96.7	A
USGS	10163000	1984-09-11	106	A
USGS	10163000	1984-09-12	119	A
USGS	10163000	1984-09-13	206	A
USGS	10163000	1984-09-14	265	A
USGS	10163000	1984-09-15	318	A
USGS	10163000	1984-09-16	313	A
USGS	10163000	1984-09-17	317	A
USGS	10163000	1984-09-18	336	A
USGS	10163000	1984-09-19	294	A
USGS	10163000	1984-09-20	163	A
USGS	10163000	1984-09-21	174	A
USGS	10163000	1984-09-22	173	A
USGS	10163000	1984-09-23	171	A
USGS	10163000	1984-09-24	258	A
USGS	10163000	1984-09-25	291	A
USGS	10163000	1984-09-26	287	A
USGS	10163000	1984-09-27	301	A
USGS	10163000	1984-09-28	321	A
USGS	10163000	1984-09-29	302	A
USGS	10163000	1984-09-30	307	A
USGS	10163000	1984-10-01	310	A
USGS	10163000	1984-10-02	380	A
USGS	10163000	1984-10-03	402	A
USGS	10163000	1984-10-04	390	A
USGS	10163000	1984-10-05	399	A
USGS	10163000	1984-10-06	417	A
USGS	10163000	1984-10-07	426	A
USGS	10163000	1984-10-08	443	A
USGS	10163000	1984-10-09	446	A
USGS	10163000	1984-10-10	445	A
USGS	10163000	1984-10-11	442	A
USGS	10163000	1984-10-12	499	A
USGS	10163000	1984-10-13	458	A
USGS	10163000	1984-10-14	445	A
USGS	10163000	1984-10-15	445	A
USGS	10163000	1984-10-16	439	A
USGS	10163000	1984-10-17	450	A
USGS	10163000	1984-10-18	447	A
USGS	10163000	1984-10-19	466	A
USGS	10163000	1984-10-20	466	A
USGS	10163000	1984-10-21	464	A
USGS	10163000	1984-10-22	462	A
USGS	10163000	1984-10-23	465	A
USGS	10163000	1984-10-24	465	A
USGS	10163000	1984-10-25	462	A
USGS	10163000	1984-10-26	463	A
USGS	10163000	1984-10-27	480	A
USGS	10163000	1984-10-28	471	A
USGS	10163000	1984-10-29	460	A
USGS	10163000	1984-10-30	477	A
USGS	10163000	1984-10-31	430	A
USGS	10163000	1984-11-01	338	A
USGS	10163000	1984-11-02	329	A
USGS	10163000	1984-11-03	344	A
USGS	10163000	1984-11-04	380	A
USGS	10163000	1984-11-05	422	A
USGS	10163000	1984-11-06	437	A
USGS	10163000	1984-11-07	442	A
USGS	10163000	1984-11-08	459	A
USGS	10163000	1984-11-09	465	A
USGS	10163000	1984-11-10	452	A
USGS	10163000	1984-11-11	457	A
USGS	10163000	1984-11-12	459	A
USGS	10163000	1984-11-13	462	A
USGS	10163000	1984-11-14	459	A
USGS	10163000	1984-11-15	455	A
USGS	10163000	1984-11-16	454	A
USGS	10163000	1984-11-17	455	A
USGS	10163000	1984-11-18	456	A
USGS	10163000	1984-11-19	455	A
USGS	10163000	1984-11-20	459	A
USGS	10163000	1984-11-21	450	A
USGS	10163000	1984-11-22	445	A
USGS	10163000	1984-11-23	451	A
USGS	10163000	1984-11-24	455	A
USGS	10163000	1984-11-25	489	A
USGS	10163000	1984-11-26	455	A
USGS	10163000	1984-11-27	407	A
USGS	10163000	1984-11-28	401	A
USGS	10163000	1984-11-29	414	A
USGS	10163000	1984-11-30	411	A
USGS	10163000	1984-12-01	398	A
USGS	10163000	1984-12-02	391	A
USGS	10163000	1984-12-03	390	A
USGS	10163000	1984-12-04	387	A
USGS	10163000	1984-12-05	384	A
USGS	10163000	1984-12-06	381	A
USGS	10163000	1984-12-07	395	A
USGS	10163000	1984-12-08	439	A
USGS	10163000	1984-12-09	455	A
USGS	10163000	1984-12-10	455	A
USGS	10163000	1984-12-11	451	A
USGS	10163000	1984-12-12	424	A
USGS	10163000	1984-12-13	415	A
USGS	10163000	1984-12-14	405	A
USGS	10163000	1984-12-15	406	A
USGS	10163000	1984-12-16	411	A
USGS	10163000	1984-12-17	411	A
USGS	10163000	1984-12-18	410	A
USGS	10163000	1984-12-19	411	A
USGS	10163000	1984-12-20	411	A
USGS	10163000	1984-12-21	409	A
USGS	10163000	1984-12-22	408	A
USGS	10163000	1984-12-23	406	A
USGS	10163000	1984-12-24	402	A
USGS	10163000	1984-12-25	402	A
USGS	10163000	1984-12-26	402	A
USGS	10163000	1984-12-27	414	A
USGS	10163000	1984-12-28	469	A
USGS	10163000	1984-12-29	462	A
USGS	10163000	1984-12-30	450	A
USGS	10163000	1984-12-31	441	A
USGS	10163000	1985-01-01	435	A
USGS	10163000	1985-01-02	425	A
USGS	10163000	1985-01-03	424	A
USGS	10163000	1985-01-04	429	A
USGS	10163000	1985-01-05	430	A
USGS	10163000	1985-01-06	432	A
USGS	10163000	1985-01-07	435	A
USGS	10163000	1985-01-08	455	A
USGS	10163000	1985-01-09	480	A
USGS	10163000	1985-01-10	461	A
USGS	10163000	1985-01-11	423	A
USGS	10163000	1985-01-12	419	A
USGS	10163000	1985-01-13	421	A
USGS	10163000	1985-01-14	413	A
USGS	10163000	1985-01-15	413	A
USGS	10163000	1985-01-16	411	A
USGS	10163000	1985-01-17	410	A
USGS	10163000	1985-01-18	434	A
USGS	10163000	1985-01-19	435	A
USGS	10163000	1985-01-20	439	A
USGS	10163000	1985-01-21	442	A
USGS	10163000	1985-01-22	440	A
USGS	10163000	1985-01-23	435	A
USGS	10163000	1985-01-24	433	A
USGS	10163000	1985-01-25	436	A
USGS	10163000	1985-01-26	435	A
USGS	10163000	1985-01-27	430	A
USGS	10163000	1985-01-28	437	A
USGS	10163000	1985-01-29	433	A
USGS	10163000	1985-01-30	441	A
USGS	10163000	1985-01-31	430	A:e
USGS	10163000	1985-02-01	410	A:e
USGS	10163000	1985-02-02	410	A:e
USGS	10163000	1985-02-03	440	A:e
USGS	10163000	1985-02-04	440	A:e
USGS	10163000	1985-02-05	415	A:e
USGS	10163000	1985-02-06	440	A:e
USGS	10163000	1985-02-07	420	A
USGS	10163000	1985-02-08	409	A
USGS	10163000	1985-02-09	348	A
USGS	10163000	1985-02-10	338	A
USGS	10163000	1985-02-11	336	A
USGS	10163000	1985-02-12	330	A
USGS	10163000	1985-02-13	336	A
USGS	10163000	1985-02-14	345	A
USGS	10163000	1985-02-15	363	A
USGS	10163000	1985-02-16	360	A
USGS	10163000	1985-02-17	361	A
USGS	10163000	1985-02-18	356	A
USGS	10163000	1985-02-19	352	A
USGS	10163000	1985-02-20	402	A
USGS	10163000	1985-02-21	420	A
USGS	10163000	1985-02-22	426	A
USGS	10163000	1985-02-23	421	A
USGS	10163000	1985-02-24	424	A
USGS	10163000	1985-02-25	409	A
USGS	10163000	1985-02-26	365	A
USGS	10163000	1985-02-27	357	A
USGS	10163000	1985-02-28	355	A
USGS	10163000	1985-03-01	355	A
USGS	10163000	1985-03-02	371	A
USGS	10163000	1985-03-03	377	A
USGS	10163000	1985-03-04	363	A
USGS	10163000	1985-03-05	359	A
USGS	10163000	1985-03-06	363	A
USGS	10163000	1985-03-07	361	A
USGS	10163000	1985-03-08	362	A
USGS	10163000	1985-03-09	362	A
USGS	10163000	1985-03-10	399	A
USGS	10163000	1985-03-11	408	A
USGS	10163000	1985-03-12	425	A
USGS	10163000	1985-03-13	386	A
USGS	10163000	1985-03-14	368	A
USGS	10163000	1985-03-15	365	A
USGS	10163000	1985-03-16	356	A
USGS	10163000	1985-03-17	354	A
USGS	10163000	1985-03-18	357	A
USGS	10163000	1985-03-19	353	A
USGS	10163000	1985-03-20	317	A
USGS	10163000	1985-03-21	230	A
USGS	10163000	1985-03-22	195	A
USGS	10163000	1985-03-23	187	A
USGS	10163000	1985-03-24	189	A
USGS	10163000	1985-03-25	194	A
USGS	10163000	1985-03-26	197	A
USGS	10163000	1985-03-27	201	A
USGS	10163000	1985-03-28	199	A
USGS	10163000	1985-03-29	201	A
USGS	10163000	1985-03-30	190	A
USGS	10163000	1985-03-31	197	A
USGS	10163000	1985-04-01	193	A
USGS	10163000	1985-04-02	192	A
USGS	10163000	1985-04-03	191	A
USGS	10163000	1985-04-04	199	A
USGS	10163000	1985-04-05	202	A
USGS	10163000	1985-04-06	207	A
USGS	10163000	1985-04-07	220	A
USGS	10163000	1985-04-08	234	A
USGS	10163000	1985-04-09	246	A
USGS	10163000	1985-04-10	264	A
USGS	10163000	1985-04-11	291	A
USGS	10163000	1985-04-12	377	A
USGS	10163000	1985-04-13	391	A
USGS	10163000	1985-04-14	397	A
USGS	10163000	1985-04-15	586	A
USGS	10163000	1985-04-16	1060	A
USGS	10163000	1985-04-17	1080	A
USGS	10163000	1985-04-18	1080	A
USGS	10163000	1985-04-19	1130	A
USGS	10163000	1985-04-20	1220	A
USGS	10163000	1985-04-21	1330	A
USGS	10163000	1985-04-22	1320	A
USGS	10163000	1985-04-23	1230	A
USGS	10163000	1985-04-24	1170	A
USGS	10163000	1985-04-25	1070	A
USGS	10163000	1985-04-26	818	A
USGS	10163000	1985-04-27	757	A
USGS	10163000	1985-04-28	670	A
USGS	10163000	1985-04-29	631	A
USGS	10163000	1985-04-30	589	A
USGS	10163000	1985-05-01	560	A
USGS	10163000	1985-05-02	532	A
USGS	10163000	1985-05-03	255	A
USGS	10163000	1985-05-04	203	A
USGS	10163000	1985-05-05	205	A
USGS	10163000	1985-05-06	205	A
USGS	10163000	1985-05-07	196	A
USGS	10163000	1985-05-08	343	A
USGS	10163000	1985-05-09	675	A
USGS	10163000	1985-05-10	1040	A
USGS	10163000	1985-05-11	1390	A
USGS	10163000	1985-05-12	1400	A
USGS	10163000	1985-05-13	1360	A
USGS	10163000	1985-05-14	1300	A
USGS	10163000	1985-05-15	1140	A
USGS	10163000	1985-05-16	805	A
USGS	10163000	1985-05-17	785	A
USGS	10163000	1985-05-18	747	A
USGS	10163000	1985-05-19	718	A
USGS	10163000	1985-05-20	687	A
USGS	10163000	1985-05-21	688	A
USGS	10163000	1985-05-22	688	A
USGS	10163000	1985-05-23	683	A
USGS	10163000	1985-05-24	659	A
USGS	10163000	1985-05-25	662	A
USGS	10163000	1985-05-26	632	A
USGS	10163000	1985-05-27	645	A
USGS	10163000	1985-05-28	626	A
USGS	10163000	1985-05-29	613	A
USGS	10163000	1985-05-30	562	A
USGS	10163000	1985-05-31	565	A
USGS	10163000	1985-06-01	606	A
USGS	10163000	1985-06-02	597	A
USGS	10163000	1985-06-03	538	A
USGS	10163000	1985-06-04	429	A
USGS	10163000	1985-06-05	396	A
USGS	10163000	1985-06-06	361	A
USGS	10163000	1985-06-07	343	A
USGS	10163000	1985-06-08	266	A
USGS	10163000	1985-06-09	225	A
USGS	10163000	1985-06-10	217	A
USGS	10163000	1985-06-11	208	A
USGS	10163000	1985-06-12	194	A
USGS	10163000	1985-06-13	180	A
USGS	10163000	1985-06-14	162	A
USGS	10163000	1985-06-15	99.0	A
USGS	10163000	1985-06-16	91.0	A
USGS	10163000	1985-06-17	95.0	A
USGS	10163000	1985-06-18	84.0	A
USGS	10163000	1985-06-19	71.0	A
USGS	10163000	1985-06-20	63.0	A
USGS	10163000	1985-06-21	56.0	A
USGS	10163000	1985-06-22	50.0	A
USGS	10163000	1985-06-23	44.0	A
USGS	10163000	1985-06-24	74.0	A
USGS	10163000	1985-06-25	204	A
USGS	10163000	1985-06-26	230	A
USGS	10163000	1985-06-27	150	A
USGS	10163000	1985-06-28	86.0	A
USGS	10163000	1985-06-29	70.0	A
USGS	10163000	1985-06-30	67.0	A
USGS	10163000	1985-07-01	50.6	A
USGS	10163000	1985-07-02	37.6	A
USGS	10163000	1985-07-03	20.9	A
USGS	10163000	1985-07-04	9.20	A
USGS	10163000	1985-07-05	12.5	A
USGS	10163000	1985-07-06	22.4	A
USGS	10163000	1985-07-07	45.2	A
USGS	10163000	1985-07-08	36.6	A
USGS	10163000	1985-07-09	37.0	A
USGS	10163000	1985-07-10	32.4	A
USGS	10163000	1985-07-11	29.0	A
USGS	10163000	1985-07-12	20.8	A
USGS	10163000	1985-07-13	38.9	A
USGS	10163000	1985-07-14	42.5	A
USGS	10163000	1985-07-15	41.1	A
USGS	10163000	1985-07-16	37.5	A
USGS	10163000	1985-07-17	57.1	A
USGS	10163000	1985-07-18	49.7	A
USGS	10163000	1985-07-19	99.1	A
USGS	10163000	1985-07-20	128	A
USGS	10163000	1985-07-21	120	A
USGS	10163000	1985-07-22	97.1	A
USGS	10163000	1985-07-23	129	A
USGS	10163000	1985-07-24	149	A
USGS	10163000	1985-07-25	133	A
USGS	10163000	1985-07-26	124	A
USGS	10163000	1985-07-27	124	A
USGS	10163000	1985-07-28	128	A
USGS	10163000	1985-07-29	130	A
USGS	10163000	1985-07-30	105	A
USGS	10163000	1985-07-31	73.5	A
USGS	10163000	1985-08-01	59.0	A
USGS	10163000	1985-08-02	38.6	A
USGS	10163000	1985-08-03	42.0	A
USGS	10163000	1985-08-04	49.0	A
USGS	10163000	1985-08-05	57.3	A
USGS	10163000	1985-08-06	36.2	A
USGS	10163000	1985-08-07	47.5	A
USGS	10163000	1985-08-08	51.4	A
USGS	10163000	1985-08-09	60.5	A
USGS	10163000	1985-08-10	52.7	A
USGS	10163000	1985-08-11	52.0	A
USGS	10163000	1985-08-12	41.1	A
USGS	10163000	1985-08-13	25.2	A
USGS	10163000	1985-08-14	23.1	A
USGS	10163000	1985-08-15	17.5	A
USGS	10163000	1985-08-16	11.0	A
USGS	10163000	1985-08-17	7.00	A
USGS	10163000	1985-08-18	11.7	A
USGS	10163000	1985-08-19	20.2	A
USGS	10163000	1985-08-20	25.9	A
USGS	10163000	1985-08-21	47.2	A
USGS	10163000	1985-08-22	44.8	A
USGS	10163000	1985-08-23	31.5	A
USGS	10163000	1985-08-24	34.5	A
USGS	10163000	1985-08-25	34.0	A
USGS	10163000	1985-08-26	34.7	A
USGS	10163000	1985-08-27	27.2	A
USGS	10163000	1985-08-28	35.4	A
USGS	10163000	1985-08-29	45.5	A
USGS	10163000	1985-08-30	32.1	A
USGS	10163000	1985-08-31	36.4	A
USGS	10163000	1985-09-01	42.2	A
USGS	10163000	1985-09-02	31.3	A
USGS	10163000	1985-09-03	39.7	A
USGS	10163000	1985-09-04	54.4	A
USGS	10163000	1985-09-05	63.6	A
USGS	10163000	1985-09-06	57.8	A
USGS	10163000	1985-09-07	52.2	A
USGS	10163000	1985-09-08	42.8	A
USGS	10163000	1985-09-09	34.2	A
USGS	10163000	1985-09-10	21.3	A
USGS	10163000	1985-09-11	51.3	A
USGS	10163000	1985-09-12	110	A
USGS	10163000	1985-09-13	104	A
USGS	10163000	1985-09-14	98.0	A
USGS	10163000	1985-09-15	84.2	A
USGS	10163000	1985-09-16	71.6	A
USGS	10163000	1985-09-17	55.9	A
USGS	10163000	1985-09-18	52.6	A
USGS	10163000	1985-09-19	137	A
USGS	10163000	1985-09-20	163	A
USGS	10163000	1985-09-21	145	A
USGS	10163000	1985-09-22	141	A
USGS	10163000	1985-09-23	138	A
USGS	10163000	1985-09-24	137	A
USGS	10163000	1985-09-25	132	A
USGS	10163000	1985-09-26	128	A
USGS	10163000	1985-09-27	129	A
USGS	10163000	1985-09-28	120	A
USGS	10163000	1985-09-29	123	A
USGS	10163000	1985-09-30	123	A
USGS	10163000	1985-10-01	118	A
USGS	10163000	1985-10-02	103	A
USGS	10163000	1985-10-03	101	A
USGS	10163000	1985-10-04	94.9	A
USGS	10163000	1985-10-05	105	A
USGS	10163000	1985-10-06	109	A
USGS	10163000	1985-10-07	194	A
USGS	10163000	1985-10-08	178	A
USGS	10163000	1985-10-09	179	A
USGS	10163000	1985-10-10	181	A
USGS	10163000	1985-10-11	174	A
USGS	10163000	1985-10-12	171	A
USGS	10163000	1985-10-13	167	A
USGS	10163000	1985-10-14	161	A
USGS	10163000	1985-10-15	147	A
USGS	10163000	1985-10-16	258	A
USGS	10163000	1985-10-17	207	A
USGS	10163000	1985-10-18	210	A
USGS	10163000	1985-10-19	208	A
USGS	10163000	1985-10-20	202	A
USGS	10163000	1985-10-21	203	A
USGS	10163000	1985-10-22	238	A
