# ---------------------------------- WARNING ----------------------------------------
# Some of the data that you have obtained from this U.S. Geological Survey database
# may not have received Director's approval. Any such data values are qualified
# as provisional and are subject to revision. Provisional data are released on the
# condition that neither the USGS nor the United States Government may be held liable
# for any damages resulting from its use.
#
# Additional info: https://help.waterdata.usgs.gov/policies/provisional-data-statement
#
# File-format description:  https://help.waterdata.usgs.gov/faq/about-tab-delimited-output
# Automated-retrieval info: https://help.waterdata.usgs.gov/faq/automated-retrievals
#
# Contact:   gs-w_support_nwisweb@usgs.gov
# retrieved: 2017-12-06 23:00:16 EST       (sdww01)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 10141000 WEBER RIVER NEAR PLAIN CITY, UT
# -----------------------------------------------------------------------------------
#
# Data provided for site 10141000
#            TS   parameter     statistic     Description
#        143567       00060     00003     Discharge, cubic feet per second (Mean)
#
# Data-value qualification codes included in this output:
#        
#     A  Approved for publication -- Processing and review completed.
#     P  Provisional data subject to revision.
#     e  Value has been estimated.
# 
agency_cd	site_no	datetime	143567_00060_00003	143567_00060_00003_cd
USGS	10141000	1984-02-15	338	A
USGS	10141000	1984-02-16	320	A
USGS	10141000	1984-02-17	318	A
USGS	10141000	1984-02-18	319	A
USGS	10141000	1984-02-19	319	A
USGS	10141000	1984-02-20	319	A
USGS	10141000	1984-02-21	319	A
USGS	10141000	1984-02-22	314	A
USGS	10141000	1984-02-23	295	A
USGS	10141000	1984-02-24	295	A
USGS	10141000	1984-02-25	300	A
USGS	10141000	1984-02-26	300	A
USGS	10141000	1984-02-27	297	A
USGS	10141000	1984-02-28	300	A
USGS	10141000	1984-02-29	300	A
USGS	10141000	1984-03-01	305	A
USGS	10141000	1984-03-02	305	A
USGS	10141000	1984-03-03	302	A
USGS	10141000	1984-03-04	305	A
USGS	10141000	1984-03-05	310	A
USGS	10141000	1984-03-06	339	A
USGS	10141000	1984-03-07	378	A
USGS	10141000	1984-03-08	362	A
USGS	10141000	1984-03-09	391	A
USGS	10141000	1984-03-10	439	A
USGS	10141000	1984-03-11	538	A
USGS	10141000	1984-03-12	596	A
USGS	10141000	1984-03-13	596	A
USGS	10141000	1984-03-14	793	A
USGS	10141000	1984-03-15	1100	A
USGS	10141000	1984-03-16	1080	A
USGS	10141000	1984-03-17	1090	A
USGS	10141000	1984-03-18	1290	A
USGS	10141000	1984-03-19	1320	A
USGS	10141000	1984-03-20	1410	A
USGS	10141000	1984-03-21	1540	A
USGS	10141000	1984-03-22	1380	A
USGS	10141000	1984-03-23	1310	A
USGS	10141000	1984-03-24	1340	A
USGS	10141000	1984-03-25	1370	A
USGS	10141000	1984-03-26	1360	A
USGS	10141000	1984-03-27	1070	A
USGS	10141000	1984-03-28	823	A
USGS	10141000	1984-03-29	765	A
USGS	10141000	1984-03-30	994	A
USGS	10141000	1984-03-31	798	A
USGS	10141000	1984-04-01	1140	A
USGS	10141000	1984-04-02	1090	A
USGS	10141000	1984-04-03	1150	A
USGS	10141000	1984-04-04	1190	A
USGS	10141000	1984-04-05	1250	A
USGS	10141000	1984-04-06	1530	A
USGS	10141000	1984-04-07	1920	A
USGS	10141000	1984-04-08	1840	A
USGS	10141000	1984-04-09	2060	A
USGS	10141000	1984-04-10	1720	A
USGS	10141000	1984-04-11	1690	A
USGS	10141000	1984-04-12	1490	A
USGS	10141000	1984-04-13	1630	A
USGS	10141000	1984-04-14	1890	A
USGS	10141000	1984-04-15	2050	A
USGS	10141000	1984-04-16	1910	A
USGS	10141000	1984-04-17	2090	A
USGS	10141000	1984-04-18	2460	A
USGS	10141000	1984-04-19	2690	A
USGS	10141000	1984-04-20	2360	A
USGS	10141000	1984-04-21	2020	A
USGS	10141000	1984-04-22	2010	A
USGS	10141000	1984-04-23	2080	A
USGS	10141000	1984-04-24	2150	A
USGS	10141000	1984-04-25	2760	A
USGS	10141000	1984-04-26	2900	A
USGS	10141000	1984-04-27	2800	A
USGS	10141000	1984-04-28	2680	A
USGS	10141000	1984-04-29	2580	A
USGS	10141000	1984-04-30	2530	A
USGS	10141000	1984-05-01	2900	A
USGS	10141000	1984-05-02	3340	A
USGS	10141000	1984-05-03	3470	A
USGS	10141000	1984-05-04	3520	A
USGS	10141000	1984-05-05	3530	A
USGS	10141000	1984-05-06	3530	A
USGS	10141000	1984-05-07	3390	A
USGS	10141000	1984-05-08	3110	A
USGS	10141000	1984-05-09	3270	A
USGS	10141000	1984-05-10	3470	A
USGS	10141000	1984-05-11	3370	A
USGS	10141000	1984-05-12	3970	A
USGS	10141000	1984-05-13	4200	A
USGS	10141000	1984-05-14	4720	A
USGS	10141000	1984-05-15	5280	A
USGS	10141000	1984-05-16	5500	A
USGS	10141000	1984-05-17	4860	A
USGS	10141000	1984-05-18	4500	A
USGS	10141000	1984-05-19	4700	A
USGS	10141000	1984-05-20	4740	A
USGS	10141000	1984-05-21	4960	A
USGS	10141000	1984-05-22	4370	A
USGS	10141000	1984-05-23	4000	A
USGS	10141000	1984-05-24	4350	A
USGS	10141000	1984-05-25	4930	A
USGS	10141000	1984-05-26	4760	A
USGS	10141000	1984-05-27	4710	A
USGS	10141000	1984-05-28	4620	A
USGS	10141000	1984-05-29	4280	A
USGS	10141000	1984-05-30	3680	A
USGS	10141000	1984-05-31	3420	A
USGS	10141000	1984-06-01	3810	A
USGS	10141000	1984-06-02	3500	A
USGS	10141000	1984-06-03	3070	A
USGS	10141000	1984-06-04	2990	A
USGS	10141000	1984-06-05	3590	A
USGS	10141000	1984-06-06	4000	A
USGS	10141000	1984-06-07	4310	A
USGS	10141000	1984-06-08	4720	A
USGS	10141000	1984-06-09	4750	A
USGS	10141000	1984-06-10	4340	A
USGS	10141000	1984-06-11	3900	A
USGS	10141000	1984-06-12	3540	A
USGS	10141000	1984-06-13	3320	A
USGS	10141000	1984-06-14	2930	A
USGS	10141000	1984-06-15	2830	A
USGS	10141000	1984-06-16	2800	A
USGS	10141000	1984-06-17	2710	A
USGS	10141000	1984-06-18	2510	A
USGS	10141000	1984-06-19	2340	A
USGS	10141000	1984-06-20	2400	A
USGS	10141000	1984-06-21	2490	A
USGS	10141000	1984-06-22	2330	A
USGS	10141000	1984-06-23	2170	A
USGS	10141000	1984-06-24	1950	A
USGS	10141000	1984-06-25	1830	A
USGS	10141000	1984-06-26	1700	A
USGS	10141000	1984-06-27	1400	A
USGS	10141000	1984-06-28	1030	A
USGS	10141000	1984-06-29	964	A
USGS	10141000	1984-06-30	1120	A
USGS	10141000	1984-07-01	1000	A
USGS	10141000	1984-07-02	933	A
USGS	10141000	1984-07-03	740	A
USGS	10141000	1984-07-04	551	A
USGS	10141000	1984-07-05	458	A
USGS	10141000	1984-07-06	400	A
USGS	10141000	1984-07-07	290	A
USGS	10141000	1984-07-08	220	A
USGS	10141000	1984-07-09	206	A
USGS	10141000	1984-07-10	171	A
USGS	10141000	1984-07-11	157	A
USGS	10141000	1984-07-12	153	A
USGS	10141000	1984-07-13	133	A
USGS	10141000	1984-07-14	137	A
USGS	10141000	1984-07-15	133	A
USGS	10141000	1984-07-16	132	A
USGS	10141000	1984-07-17	124	A
USGS	10141000	1984-07-18	121	A
USGS	10141000	1984-07-19	131	A
USGS	10141000	1984-07-20	126	A
USGS	10141000	1984-07-21	278	A
USGS	10141000	1984-07-22	347	A
USGS	10141000	1984-07-23	299	A
USGS	10141000	1984-07-24	236	A
USGS	10141000	1984-07-25	197	A
USGS	10141000	1984-07-26	181	A
USGS	10141000	1984-07-27	223	A
USGS	10141000	1984-07-28	237	A
USGS	10141000	1984-07-29	302	A
USGS	10141000	1984-07-30	248	A
USGS	10141000	1984-07-31	236	A
USGS	10141000	1984-08-01	198	A
USGS	10141000	1984-08-02	155	A
USGS	10141000	1984-08-03	147	A
USGS	10141000	1984-08-04	138	A
USGS	10141000	1984-08-05	142	A
USGS	10141000	1984-08-06	169	A
USGS	10141000	1984-08-07	152	A
USGS	10141000	1984-08-08	155	A
USGS	10141000	1984-08-09	157	A
USGS	10141000	1984-08-10	159	A
USGS	10141000	1984-08-11	161	A
USGS	10141000	1984-08-12	162	A
USGS	10141000	1984-08-13	171	A
USGS	10141000	1984-08-14	174	A
USGS	10141000	1984-08-15	190	A
USGS	10141000	1984-08-16	207	A
USGS	10141000	1984-08-17	230	A
USGS	10141000	1984-08-18	248	A
USGS	10141000	1984-08-19	230	A
USGS	10141000	1984-08-20	245	A
USGS	10141000	1984-08-21	220	A
USGS	10141000	1984-08-22	232	A
USGS	10141000	1984-08-23	212	A
USGS	10141000	1984-08-24	212	A
USGS	10141000	1984-08-25	238	A
USGS	10141000	1984-08-26	280	A
USGS	10141000	1984-08-27	216	A
USGS	10141000	1984-08-28	191	A
USGS	10141000	1984-08-29	183	A
USGS	10141000	1984-08-30	279	A
USGS	10141000	1984-08-31	356	A
USGS	10141000	1984-09-01	468	A
USGS	10141000	1984-09-02	455	A
USGS	10141000	1984-09-03	447	A
USGS	10141000	1984-09-04	405	A
USGS	10141000	1984-09-05	223	A
USGS	10141000	1984-09-06	213	A
USGS	10141000	1984-09-07	272	A
USGS	10141000	1984-09-08	215	A
USGS	10141000	1984-09-09	267	A
USGS	10141000	1984-09-10	267	A
USGS	10141000	1984-09-11	245	A
USGS	10141000	1984-09-12	302	A
USGS	10141000	1984-09-13	286	A
USGS	10141000	1984-09-14	283	A
USGS	10141000	1984-09-15	312	A
USGS	10141000	1984-09-16	299	A
USGS	10141000	1984-09-17	284	A
USGS	10141000	1984-09-18	292	A
USGS	10141000	1984-09-19	291	A
USGS	10141000	1984-09-20	287	A
USGS	10141000	1984-09-21	435	A
USGS	10141000	1984-09-22	461	A
USGS	10141000	1984-09-23	519	A
USGS	10141000	1984-09-24	655	A
USGS	10141000	1984-09-25	750	A
USGS	10141000	1984-09-26	1060	A
USGS	10141000	1984-09-27	1360	A
USGS	10141000	1984-09-28	1420	A
USGS	10141000	1984-09-29	1370	A
USGS	10141000	1984-09-30	1380	A
USGS	10141000	1984-10-01	1420	A
USGS	10141000	1984-10-02	1420	A
USGS	10141000	1984-10-03	1390	A
USGS	10141000	1984-10-04	1420	A
USGS	10141000	1984-10-05	1370	A
USGS	10141000	1984-10-06	1300	A
USGS	10141000	1984-10-07	1310	A
USGS	10141000	1984-10-08	1290	A
USGS	10141000	1984-10-09	1250	A
USGS	10141000	1984-10-10	1190	A
USGS	10141000	1984-10-11	1230	A
USGS	10141000	1984-10-12	1500	A
USGS	10141000	1984-10-13	1260	A
USGS	10141000	1984-10-14	1240	A
USGS	10141000	1984-10-15	1220	A
USGS	10141000	1984-10-16	1200	A
USGS	10141000	1984-10-17	1270	A
USGS	10141000	1984-10-18	1300	A
USGS	10141000	1984-10-19	1420	A
USGS	10141000	1984-10-20	657	A
USGS	10141000	1984-10-21	490	A
USGS	10141000	1984-10-22	460	A
USGS	10141000	1984-10-23	443	A
USGS	10141000	1984-10-24	430	A
USGS	10141000	1984-10-25	416	A
USGS	10141000	1984-10-26	413	A
USGS	10141000	1984-10-27	485	A
USGS	10141000	1984-10-28	446	A
USGS	10141000	1984-10-29	270	A
USGS	10141000	1984-10-30	240	A
USGS	10141000	1984-10-31	265	A
USGS	10141000	1984-11-01	250	A
USGS	10141000	1984-11-02	245	A
USGS	10141000	1984-11-03	270	A
USGS	10141000	1984-11-04	290	A
USGS	10141000	1984-11-05	275	A
USGS	10141000	1984-11-06	250	A
USGS	10141000	1984-11-07	230	A
USGS	10141000	1984-11-08	327	A
USGS	10141000	1984-11-09	380	A
USGS	10141000	1984-11-10	260	A
USGS	10141000	1984-11-11	253	A
USGS	10141000	1984-11-12	253	A
USGS	10141000	1984-11-13	259	A
USGS	10141000	1984-11-14	340	A
USGS	10141000	1984-11-15	283	A
USGS	10141000	1984-11-16	254	A
USGS	10141000	1984-11-17	240	A
USGS	10141000	1984-11-18	235	A
USGS	10141000	1984-11-19	230	A
USGS	10141000	1984-11-20	225	A
USGS	10141000	1984-11-21	220	A
USGS	10141000	1984-11-22	220	A
USGS	10141000	1984-11-23	220	A
USGS	10141000	1984-11-24	230	A
USGS	10141000	1984-11-25	250	A
USGS	10141000	1984-11-26	220	A
USGS	10141000	1984-11-27	200	A
USGS	10141000	1984-11-28	190	A
USGS	10141000	1984-11-29	213	A
USGS	10141000	1984-11-30	209	A
USGS	10141000	1984-12-01	199	A
USGS	10141000	1984-12-02	194	A
USGS	10141000	1984-12-03	250	A
USGS	10141000	1984-12-04	455	A
USGS	10141000	1984-12-05	468	A
USGS	10141000	1984-12-06	589	A
USGS	10141000	1984-12-07	595	A
USGS	10141000	1984-12-08	613	A
USGS	10141000	1984-12-09	630	A
USGS	10141000	1984-12-10	600	A
USGS	10141000	1984-12-11	475	A
USGS	10141000	1984-12-12	488	A
USGS	10141000	1984-12-13	478	A
USGS	10141000	1984-12-14	443	A
USGS	10141000	1984-12-15	438	A
USGS	10141000	1984-12-16	458	A
USGS	10141000	1984-12-17	456	A
USGS	10141000	1984-12-18	443	A
USGS	10141000	1984-12-19	456	A
USGS	10141000	1984-12-20	523	A
USGS	10141000	1984-12-21	676	A
USGS	10141000	1984-12-22	686	A
USGS	10141000	1984-12-23	690	A
USGS	10141000	1984-12-24	676	A
USGS	10141000	1984-12-25	653	A
USGS	10141000	1984-12-26	621	A
USGS	10141000	1984-12-27	655	A
USGS	10141000	1984-12-28	676	A
USGS	10141000	1984-12-29	668	A
USGS	10141000	1984-12-30	665	A
USGS	10141000	1984-12-31	663	A
USGS	10141000	1985-01-01	651	A
USGS	10141000	1985-01-02	632	A
USGS	10141000	1985-01-03	617	A
USGS	10141000	1985-01-04	621	A
USGS	10141000	1985-01-05	623	A
USGS	10141000	1985-01-06	783	A
USGS	10141000	1985-01-07	994	A
USGS	10141000	1985-01-08	1250	A
USGS	10141000	1985-01-09	1320	A
USGS	10141000	1985-01-10	1390	A
USGS	10141000	1985-01-11	1520	A
USGS	10141000	1985-01-12	1530	A
USGS	10141000	1985-01-13	1520	A
USGS	10141000	1985-01-14	1530	A
USGS	10141000	1985-01-15	1550	A
USGS	10141000	1985-01-16	1570	A
USGS	10141000	1985-01-17	1590	A
USGS	10141000	1985-01-18	1600	A
USGS	10141000	1985-01-19	1620	A
USGS	10141000	1985-01-20	1670	A
USGS	10141000	1985-01-21	1670	A
USGS	10141000	1985-01-22	1680	A
USGS	10141000	1985-01-23	1680	A
USGS	10141000	1985-01-24	1670	A
USGS	10141000	1985-01-25	1670	A
USGS	10141000	1985-01-26	1680	A
USGS	10141000	1985-01-27	1670	A
USGS	10141000	1985-01-28	1660	A
USGS	10141000	1985-01-29	1550	A
USGS	10141000	1985-01-30	1590	A
USGS	10141000	1985-01-31	1620	A
USGS	10141000	1985-02-01	1620	A
USGS	10141000	1985-02-02	1620	A
USGS	10141000	1985-02-03	1660	A
USGS	10141000	1985-02-04	1660	A
USGS	10141000	1985-02-05	1620	A
USGS	10141000	1985-02-06	1490	A
USGS	10141000	1985-02-07	1350	A
USGS	10141000	1985-02-08	1290	A
USGS	10141000	1985-02-09	1270	A
USGS	10141000	1985-02-10	1220	A
USGS	10141000	1985-02-11	1220	A
USGS	10141000	1985-02-12	1180	A
USGS	10141000	1985-02-13	1140	A
USGS	10141000	1985-02-14	1100	A
USGS	10141000	1985-02-15	1100	A
USGS	10141000	1985-02-16	1090	A
USGS	10141000	1985-02-17	1080	A
USGS	10141000	1985-02-18	1070	A
USGS	10141000	1985-02-19	1060	A
USGS	10141000	1985-02-20	1150	A
USGS	10141000	1985-02-21	1120	A
USGS	10141000	1985-02-22	1100	A
USGS	10141000	1985-02-23	1090	A
USGS	10141000	1985-02-24	1100	A
USGS	10141000	1985-02-25	1120	A
USGS	10141000	1985-02-26	1090	A
USGS	10141000	1985-02-27	1020	A
USGS	10141000	1985-02-28	866	A
USGS	10141000	1985-03-01	819	A
USGS	10141000	1985-03-02	840	A
USGS	10141000	1985-03-03	849	A
USGS	10141000	1985-03-04	819	A
USGS	10141000	1985-03-05	808	A
USGS	10141000	1985-03-06	720	A
USGS	10141000	1985-03-07	674	A
USGS	10141000	1985-03-08	742	A
USGS	10141000	1985-03-09	740	A
USGS	10141000	1985-03-10	779	A
USGS	10141000	1985-03-11	862	A
USGS	10141000	1985-03-12	951	A
USGS	10141000	1985-03-13	750	A
USGS	10141000	1985-03-14	686	A
USGS	10141000	1985-03-15	678	A
USGS	10141000	1985-03-16	882	A
USGS	10141000	1985-03-17	1210	A
USGS	10141000	1985-03-18	1120	A
USGS	10141000	1985-03-19	1040	A
USGS	10141000	1985-03-20	1190	A
USGS	10141000	1985-03-21	1520	A
USGS	10141000	1985-03-22	1470	A
USGS	10141000	1985-03-23	1420	A
USGS	10141000	1985-03-24	1570	A
USGS	10141000	1985-03-25	1950	A
USGS	10141000	1985-03-26	1970	A
USGS	10141000	1985-03-27	1920	A
USGS	10141000	1985-03-28	1780	A
USGS	10141000	1985-03-29	1710	A
USGS	10141000	1985-03-30	1680	A
USGS	10141000	1985-03-31	1700	A
USGS	10141000	1985-04-01	1790	A
USGS	10141000	1985-04-02	2190	A
USGS	10141000	1985-04-03	2640	A
USGS	10141000	1985-04-04	2950	A
USGS	10141000	1985-04-05	2160	A
USGS	10141000	1985-04-06	2500	A
USGS	10141000	1985-04-07	2650	A
USGS	10141000	1985-04-08	2900	A
USGS	10141000	1985-04-09	3200	A
USGS	10141000	1985-04-10	3400	A
USGS	10141000	1985-04-11	3450	A
USGS	10141000	1985-04-12	3450	A
USGS	10141000	1985-04-13	3400	A
USGS	10141000	1985-04-14	3350	A
USGS	10141000	1985-04-15	3450	A
USGS	10141000	1985-04-16	3400	A
USGS	10141000	1985-04-17	2960	A
USGS	10141000	1985-04-18	2620	A
USGS	10141000	1985-04-19	2410	A
USGS	10141000	1985-04-20	2570	A
USGS	10141000	1985-04-21	2390	A
USGS	10141000	1985-04-22	2300	A
USGS	10141000	1985-04-23	2380	A
USGS	10141000	1985-04-24	2300	A
USGS	10141000	1985-04-25	2030	A
USGS	10141000	1985-04-26	1820	A
USGS	10141000	1985-04-27	1750	A
USGS	10141000	1985-04-28	1650	A
USGS	10141000	1985-04-29	1600	A
USGS	10141000	1985-04-30	1600	A
USGS	10141000	1985-05-01	1690	A
USGS	10141000	1985-05-02	1800	A
USGS	10141000	1985-05-03	1900	A
USGS	10141000	1985-05-04	2000	A
USGS	10141000	1985-05-05	2020	A
USGS	10141000	1985-05-06	2200	A
USGS	10141000	1985-05-07	2600	A
USGS	10141000	1985-05-08	2450	A
USGS	10141000	1985-05-09	2700	A
USGS	10141000	1985-05-10	3000	A
USGS	10141000	1985-05-11	3500	A
USGS	10141000	1985-05-12	3450	A
USGS	10141000	1985-05-13	3100	A
USGS	10141000	1985-05-14	2950	A
USGS	10141000	1985-05-15	2900	A
USGS	10141000	1985-05-16	3000	A
USGS	10141000	1985-05-17	2700	A
USGS	10141000	1985-05-18	2300	A
USGS	10141000	1985-05-19	2000	A
USGS	10141000	1985-05-20	1680	A
USGS	10141000	1985-05-21	1820	A
USGS	10141000	1985-05-22	1660	A
USGS	10141000	1985-05-23	1550	A
USGS	10141000	1985-05-24	1490	A
USGS	10141000	1985-05-25	1480	A
USGS	10141000	1985-05-26	1690	A
USGS	10141000	1985-05-27	1790	A
USGS	10141000	1985-05-28	1680	A
USGS	10141000	1985-05-29	1700	A
USGS	10141000	1985-05-30	1680	A
USGS	10141000	1985-05-31	1530	A
USGS	10141000	1985-06-01	1260	A
USGS	10141000	1985-06-02	1230	A
USGS	10141000	1985-06-03	1110	A
USGS	10141000	1985-06-04	1030	A
USGS	10141000	1985-06-05	928	A
USGS	10141000	1985-06-06	790	A
USGS	10141000	1985-06-07	736	A
USGS	10141000	1985-06-08	674	A
USGS	10141000	1985-06-09	684	A
USGS	10141000	1985-06-10	921	A
USGS	10141000	1985-06-11	895	A
USGS	10141000	1985-06-12	684	A
USGS	10141000	1985-06-13	382	A
USGS	10141000	1985-06-14	282	A
USGS	10141000	1985-06-15	213	A
USGS	10141000	1985-06-16	150	A
USGS	10141000	1985-06-17	115	A
USGS	10141000	1985-06-18	98.0	A
USGS	10141000	1985-06-19	85.0	A
USGS	10141000	1985-06-20	80.0	A
USGS	10141000	1985-06-21	87.0	A
USGS	10141000	1985-06-22	94.3	A
USGS	10141000	1985-06-23	100	A
USGS	10141000	1985-06-24	92.7	A
USGS	10141000	1985-06-25	130	A
USGS	10141000	1985-06-26	226	A
USGS	10141000	1985-06-27	200	A
USGS	10141000	1985-06-28	156	A
USGS	10141000	1985-06-29	122	A
USGS	10141000	1985-06-30	117	A
USGS	10141000	1985-07-01	106	A
USGS	10141000	1985-07-02	102	A
USGS	10141000	1985-07-03	104	A
USGS	10141000	1985-07-04	106	A
USGS	10141000	1985-07-05	110	A
USGS	10141000	1985-07-06	125	A
USGS	10141000	1985-07-07	117	A
USGS	10141000	1985-07-08	115	A
USGS	10141000	1985-07-09	109	A
USGS	10141000	1985-07-10	111	A
USGS	10141000	1985-07-11	117	A
USGS	10141000	1985-07-12	117	A
USGS	10141000	1985-07-13	116	A
USGS	10141000	1985-07-14	126	A
USGS	10141000	1985-07-15	119	A
USGS	10141000	1985-07-16	119	A
USGS	10141000	1985-07-17	119	A
USGS	10141000	1985-07-18	115	A
USGS	10141000	1985-07-19	121	A
USGS	10141000	1985-07-20	139	A
USGS	10141000	1985-07-21	126	A
USGS	10141000	1985-07-22	125	A
USGS	10141000	1985-07-23	145	A
USGS	10141000	1985-07-24	133	A
USGS	10141000	1985-07-25	118	A
USGS	10141000	1985-07-26	115	A
USGS	10141000	1985-07-27	114	A
USGS	10141000	1985-07-28	123	A
USGS	10141000	1985-07-29	136	A
USGS	10141000	1985-07-30	153	A
USGS	10141000	1985-07-31	136	A
USGS	10141000	1985-08-01	117	A
USGS	10141000	1985-08-02	114	A
USGS	10141000	1985-08-03	112	A
USGS	10141000	1985-08-04	112	A
USGS	10141000	1985-08-05	111	A
USGS	10141000	1985-08-06	111	A
USGS	10141000	1985-08-07	111	A
USGS	10141000	1985-08-08	111	A
USGS	10141000	1985-08-09	110	A
USGS	10141000	1985-08-10	110	A
USGS	10141000	1985-08-11	110	A
USGS	10141000	1985-08-12	110	A
USGS	10141000	1985-08-13	110	A
USGS	10141000	1985-08-14	109	A
USGS	10141000	1985-08-15	109	A
USGS	10141000	1985-08-16	109	A
USGS	10141000	1985-08-17	109	A
USGS	10141000	1985-08-18	109	A
USGS	10141000	1985-08-19	109	A
USGS	10141000	1985-08-20	109	A
USGS	10141000	1985-08-21	125	A
USGS	10141000	1985-08-22	109	A
USGS	10141000	1985-08-23	109	A
USGS	10141000	1985-08-24	109	A
USGS	10141000	1985-08-25	109	A
USGS	10141000	1985-08-26	109	A
USGS	10141000	1985-08-27	110	A
USGS	10141000	1985-08-28	108	A
USGS	10141000	1985-08-29	108	A
USGS	10141000	1985-08-30	108	A
USGS	10141000	1985-08-31	108	A
USGS	10141000	1985-09-01	108	A
USGS	10141000	1985-09-02	143	A
USGS	10141000	1985-09-03	206	A
USGS	10141000	1985-09-04	160	A
USGS	10141000	1985-09-05	143	A
USGS	10141000	1985-09-06	147	A
USGS	10141000	1985-09-07	117	A
USGS	10141000	1985-09-08	90.0	A
USGS	10141000	1985-09-09	85.0	A
USGS	10141000	1985-09-10	98.0	A
USGS	10141000	1985-09-11	138	A
USGS	10141000	1985-09-12	435	A
USGS	10141000	1985-09-13	331	A
USGS	10141000	1985-09-14	314	A
USGS	10141000	1985-09-15	312	A
USGS	10141000	1985-09-16	264	A
USGS	10141000	1985-09-17	227	A
USGS	10141000	1985-09-18	221	A
USGS	10141000	1985-09-19	426	A
USGS	10141000	1985-09-20	410	A
USGS	10141000	1985-09-21	403	A
USGS	10141000	1985-09-22	397	A
USGS	10141000	1985-09-23	376	A
USGS	10141000	1985-09-24	364	A
USGS	10141000	1985-09-25	337	A
USGS	10141000	1985-09-26	336	A
USGS	10141000	1985-09-27	339	A
USGS	10141000	1985-09-28	330	A
USGS	10141000	1985-09-29	310	A
USGS	10141000	1985-09-30	316	A
USGS	10141000	1985-10-01	308	A
USGS	10141000	1985-10-02	316	A
USGS	10141000	1985-10-03	307	A
USGS	10141000	1985-10-04	312	A
USGS	10141000	1985-10-05	315	A
USGS	10141000	1985-10-06	305	A
USGS	10141000	1985-10-07	442	A
USGS	10141000	1985-10-08	540	A
USGS	10141000	1985-10-09	495	A
USGS	10141000	1985-10-10	489	A
USGS	10141000	1985-10-11	470	A
USGS	10141000	1985-10-12	400	A
USGS	10141000	1985-10-13	345	A
USGS	10141000	1985-10-14	330	A
USGS	10141000	1985-10-15	320	A
USGS	10141000	1985-10-16	300	A
USGS	10141000	1985-10-17	280	A
USGS	10141000	1985-10-18	280	A
USGS	10141000	1985-10-19	270	A
USGS	10141000	1985-10-20	270	A
USGS	10141000	1985-10-21	270	A
USGS	10141000	1985-10-22	290	A
USGS	10141000	1985-10-23	300	A
USGS	10141000	1985-10-24	310	A
