# ---------------------------------- WARNING ----------------------------------------
# Some of the data that you have obtained from this U.S. Geological Survey database
# may not have received Director's approval. Any such data values are qualified
# as provisional and are subject to revision. Provisional data are released on the
# condition that neither the USGS nor the United States Government may be held liable
# for any damages resulting from its use.
#
# Additional info: https://help.waterdata.usgs.gov/policies/provisional-data-statement
#
# File-format description:  https://help.waterdata.usgs.gov/faq/about-tab-delimited-output
# Automated-retrieval info: https://help.waterdata.usgs.gov/faq/automated-retrievals
#
# Contact:   gs-w_support_nwisweb@usgs.gov
# retrieved: 2017-04-23 13:23:23 EDT       (sdww02)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 10010100 GREAT SALT LAKE NEAR SALINE, UT
# -----------------------------------------------------------------------------------
#
# Data provided for site 10010100
#            TS   parameter     statistic     Description
#        178324       62614     00003     Lake or reservoir water surface elevation above NGVD 1929, feet (Mean), elevation
#
# Data-value qualification codes included in this output:
#        
#     A  Approved for publication -- Processing and review completed.
#     P  Provisional data subject to revision.
#     e  Value has been estimated.
# 
agency_cd	site_no	datetime	178324_62614_00003	178324_62614_00003_cd
USGS	10010100	1966-05-19		
USGS	10010100	1966-05-20		
USGS	10010100	1966-05-21		
USGS	10010100	1966-05-22		
USGS	10010100	1966-05-23		
USGS	10010100	1966-05-24		
USGS	10010100	1966-05-25		
USGS	10010100	1966-05-26		
USGS	10010100	1966-05-27		
USGS	10010100	1966-05-28		
USGS	10010100	1966-05-29		
USGS	10010100	1966-05-30		
USGS	10010100	1966-05-31		
USGS	10010100	1966-06-01	4194.90	A
USGS	10010100	1966-06-02		
USGS	10010100	1966-06-03		
USGS	10010100	1966-06-04		
USGS	10010100	1966-06-05		
USGS	10010100	1966-06-06		
USGS	10010100	1966-06-07		
USGS	10010100	1966-06-08		
USGS	10010100	1966-06-09		
USGS	10010100	1966-06-10		
USGS	10010100	1966-06-11		
USGS	10010100	1966-06-12		
USGS	10010100	1966-06-13		
USGS	10010100	1966-06-14		
USGS	10010100	1966-06-15	4194.60	A
USGS	10010100	1966-06-16		
USGS	10010100	1966-06-17		
USGS	10010100	1966-06-18		
USGS	10010100	1966-06-19		
USGS	10010100	1966-06-20		
USGS	10010100	1966-06-21		
USGS	10010100	1966-06-22		
USGS	10010100	1966-06-23		
USGS	10010100	1966-06-24		
USGS	10010100	1966-06-25		
USGS	10010100	1966-06-26		
USGS	10010100	1966-06-27		
USGS	10010100	1966-06-28		
USGS	10010100	1966-06-29		
USGS	10010100	1966-06-30		
USGS	10010100	1966-07-01	4193.30	A
USGS	10010100	1966-07-02		
USGS	10010100	1966-07-03		
USGS	10010100	1966-07-04		
USGS	10010100	1966-07-05		
USGS	10010100	1966-07-06		
USGS	10010100	1966-07-07		
USGS	10010100	1966-07-08		
USGS	10010100	1966-07-09		
USGS	10010100	1966-07-10		
USGS	10010100	1966-07-11		
USGS	10010100	1966-07-12		
USGS	10010100	1966-07-13		
USGS	10010100	1966-07-14		
USGS	10010100	1966-07-15	4194.20	A
USGS	10010100	1966-07-16		
USGS	10010100	1966-07-17		
USGS	10010100	1966-07-18		
USGS	10010100	1966-07-19		
USGS	10010100	1966-07-20		
USGS	10010100	1966-07-21		
USGS	10010100	1966-07-22		
USGS	10010100	1966-07-23		
USGS	10010100	1966-07-24		
USGS	10010100	1966-07-25		
USGS	10010100	1966-07-26		
USGS	10010100	1966-07-27		
USGS	10010100	1966-07-28		
USGS	10010100	1966-07-29		
USGS	10010100	1966-07-30		
USGS	10010100	1966-07-31		
USGS	10010100	1966-08-01	4193.90	A
USGS	10010100	1966-08-02		
USGS	10010100	1966-08-03		
USGS	10010100	1966-08-04		
USGS	10010100	1966-08-05		
USGS	10010100	1966-08-06		
USGS	10010100	1966-08-07		
USGS	10010100	1966-08-08		
USGS	10010100	1966-08-09		
USGS	10010100	1966-08-10		
USGS	10010100	1966-08-11		
USGS	10010100	1966-08-12		
USGS	10010100	1966-08-13		
USGS	10010100	1966-08-14		
USGS	10010100	1966-08-15	4193.60	A
USGS	10010100	1966-08-16		
USGS	10010100	1966-08-17		
USGS	10010100	1966-08-18		
USGS	10010100	1966-08-19		
USGS	10010100	1966-08-20		
USGS	10010100	1966-08-21		
USGS	10010100	1966-08-22		
USGS	10010100	1966-08-23		
USGS	10010100	1966-08-24		
USGS	10010100	1966-08-25		
USGS	10010100	1966-08-26		
USGS	10010100	1966-08-27		
USGS	10010100	1966-08-28		
USGS	10010100	1966-08-29		
USGS	10010100	1966-08-30		
USGS	10010100	1966-08-31		
USGS	10010100	1966-09-01	4193.30	A
USGS	10010100	1966-09-02		
USGS	10010100	1966-09-03		
USGS	10010100	1966-09-04		
USGS	10010100	1966-09-05		
USGS	10010100	1966-09-06		
USGS	10010100	1966-09-07		
USGS	10010100	1966-09-08		
USGS	10010100	1966-09-09		
USGS	10010100	1966-09-10		
USGS	10010100	1966-09-11		
USGS	10010100	1966-09-12		
USGS	10010100	1966-09-13		
USGS	10010100	1966-09-14		
USGS	10010100	1966-09-15	4193.20	A
USGS	10010100	1966-09-16		
USGS	10010100	1966-09-17		
USGS	10010100	1966-09-18		
USGS	10010100	1966-09-19		
USGS	10010100	1966-09-20		
USGS	10010100	1966-09-21		
USGS	10010100	1966-09-22		
USGS	10010100	1966-09-23		
USGS	10010100	1966-09-24		
USGS	10010100	1966-09-25		
USGS	10010100	1966-09-26		
USGS	10010100	1966-09-27		
USGS	10010100	1966-09-28		
USGS	10010100	1966-09-29		
USGS	10010100	1966-09-30		
USGS	10010100	1966-10-01	4193.10	A
USGS	10010100	1966-10-02		
USGS	10010100	1966-10-03		
USGS	10010100	1966-10-04		
USGS	10010100	1966-10-05		
USGS	10010100	1966-10-06		
USGS	10010100	1966-10-07		
USGS	10010100	1966-10-08		
USGS	10010100	1966-10-09		
USGS	10010100	1966-10-10		
USGS	10010100	1966-10-11		
USGS	10010100	1966-10-12		
USGS	10010100	1966-10-13		
USGS	10010100	1966-10-14		
USGS	10010100	1966-10-15	4192.90	A
USGS	10010100	1966-10-16		
USGS	10010100	1966-10-17		
USGS	10010100	1966-10-18		
USGS	10010100	1966-10-19		
USGS	10010100	1966-10-20		
USGS	10010100	1966-10-21		
USGS	10010100	1966-10-22		
USGS	10010100	1966-10-23		
USGS	10010100	1966-10-24		
USGS	10010100	1966-10-25		
USGS	10010100	1966-10-26		
USGS	10010100	1966-10-27		
USGS	10010100	1966-10-28		
USGS	10010100	1966-10-29		
USGS	10010100	1966-10-30		
USGS	10010100	1966-10-31		
USGS	10010100	1966-11-01	4192.90	A
USGS	10010100	1966-11-02		
USGS	10010100	1966-11-03		
USGS	10010100	1966-11-04		
USGS	10010100	1966-11-05		
USGS	10010100	1966-11-06		
USGS	10010100	1966-11-07		
USGS	10010100	1966-11-08		
USGS	10010100	1966-11-09		
USGS	10010100	1966-11-10		
USGS	10010100	1966-11-11		
USGS	10010100	1966-11-12		
USGS	10010100	1966-11-13		
USGS	10010100	1966-11-14		
USGS	10010100	1966-11-15	4193.00	A
USGS	10010100	1966-11-16		
USGS	10010100	1966-11-17		
USGS	10010100	1966-11-18		
USGS	10010100	1966-11-19		
USGS	10010100	1966-11-20		
USGS	10010100	1966-11-21		
USGS	10010100	1966-11-22		
USGS	10010100	1966-11-23		
USGS	10010100	1966-11-24		
USGS	10010100	1966-11-25		
USGS	10010100	1966-11-26		
USGS	10010100	1966-11-27		
USGS	10010100	1966-11-28		
USGS	10010100	1966-11-29		
USGS	10010100	1966-11-30		
USGS	10010100	1966-12-01	4193.00	A
USGS	10010100	1966-12-02		
USGS	10010100	1966-12-03		
USGS	10010100	1966-12-04		
USGS	10010100	1966-12-05		
USGS	10010100	1966-12-06		
USGS	10010100	1966-12-07		
USGS	10010100	1966-12-08		
USGS	10010100	1966-12-09		
USGS	10010100	1966-12-10		
USGS	10010100	1966-12-11		
USGS	10010100	1966-12-12		
USGS	10010100	1966-12-13		
USGS	10010100	1966-12-14		
USGS	10010100	1966-12-15	4193.30	A
USGS	10010100	1966-12-16		
USGS	10010100	1966-12-17		
USGS	10010100	1966-12-18		
USGS	10010100	1966-12-19		
USGS	10010100	1966-12-20		
USGS	10010100	1966-12-21		
USGS	10010100	1966-12-22		
USGS	10010100	1966-12-23		
USGS	10010100	1966-12-24		
USGS	10010100	1966-12-25		
USGS	10010100	1966-12-26		
USGS	10010100	1966-12-27		
USGS	10010100	1966-12-28		
USGS	10010100	1966-12-29		
USGS	10010100	1966-12-30		
USGS	10010100	1966-12-31		
USGS	10010100	1967-01-01	4193.10	A
USGS	10010100	1967-01-02		
USGS	10010100	1967-01-03		
USGS	10010100	1967-01-04		
USGS	10010100	1967-01-05		
USGS	10010100	1967-01-06		
USGS	10010100	1967-01-07		
USGS	10010100	1967-01-08		
USGS	10010100	1967-01-09		
USGS	10010100	1967-01-10		
USGS	10010100	1967-01-11		
USGS	10010100	1967-01-12		
USGS	10010100	1967-01-13		
USGS	10010100	1967-01-14		
USGS	10010100	1967-01-15	4193.10	A
USGS	10010100	1967-01-16		
USGS	10010100	1967-01-17		
USGS	10010100	1967-01-18		
USGS	10010100	1967-01-19		
USGS	10010100	1967-01-20		
USGS	10010100	1967-01-21		
USGS	10010100	1967-01-22		
USGS	10010100	1967-01-23		
USGS	10010100	1967-01-24		
USGS	10010100	1967-01-25		
USGS	10010100	1967-01-26		
USGS	10010100	1967-01-27		
USGS	10010100	1967-01-28		
USGS	10010100	1967-01-29		
USGS	10010100	1967-01-30		
USGS	10010100	1967-01-31		
USGS	10010100	1967-02-01		
USGS	10010100	1967-02-02		
USGS	10010100	1967-02-03		
USGS	10010100	1967-02-04		
USGS	10010100	1967-02-05		
USGS	10010100	1967-02-06		
USGS	10010100	1967-02-07		
USGS	10010100	1967-02-08		
USGS	10010100	1967-02-09		
USGS	10010100	1967-02-10		
USGS	10010100	1967-02-11		
USGS	10010100	1967-02-12		
USGS	10010100	1967-02-13		
USGS	10010100	1967-02-14		
USGS	10010100	1967-02-15		
USGS	10010100	1967-02-16		
USGS	10010100	1967-02-17		
USGS	10010100	1967-02-18		
USGS	10010100	1967-02-19		
USGS	10010100	1967-02-20		
USGS	10010100	1967-02-21		
USGS	10010100	1967-02-22		
USGS	10010100	1967-02-23		
USGS	10010100	1967-02-24		
USGS	10010100	1967-02-25		
USGS	10010100	1967-02-26		
USGS	10010100	1967-02-27		
USGS	10010100	1967-02-28		
USGS	10010100	1967-03-01	4193.50	A
USGS	10010100	1967-03-02		
USGS	10010100	1967-03-03		
USGS	10010100	1967-03-04		
USGS	10010100	1967-03-05		
USGS	10010100	1967-03-06		
USGS	10010100	1967-03-07		
USGS	10010100	1967-03-08		
USGS	10010100	1967-03-09		
USGS	10010100	1967-03-10		
USGS	10010100	1967-03-11		
USGS	10010100	1967-03-12		
USGS	10010100	1967-03-13		
USGS	10010100	1967-03-14		
USGS	10010100	1967-03-15	4193.60	A
USGS	10010100	1967-03-16		
USGS	10010100	1967-03-17		
USGS	10010100	1967-03-18		
USGS	10010100	1967-03-19		
USGS	10010100	1967-03-20		
USGS	10010100	1967-03-21		
USGS	10010100	1967-03-22		
USGS	10010100	1967-03-23		
USGS	10010100	1967-03-24		
USGS	10010100	1967-03-25		
USGS	10010100	1967-03-26		
USGS	10010100	1967-03-27		
USGS	10010100	1967-03-28		
USGS	10010100	1967-03-29		
USGS	10010100	1967-03-30		
USGS	10010100	1967-03-31		
USGS	10010100	1967-04-01	4193.70	A
USGS	10010100	1967-04-02		
USGS	10010100	1967-04-03		
USGS	10010100	1967-04-04		
USGS	10010100	1967-04-05		
USGS	10010100	1967-04-06		
USGS	10010100	1967-04-07		
USGS	10010100	1967-04-08		
USGS	10010100	1967-04-09		
USGS	10010100	1967-04-10		
USGS	10010100	1967-04-11		
USGS	10010100	1967-04-12		
USGS	10010100	1967-04-13		
USGS	10010100	1967-04-14		
USGS	10010100	1967-04-15	4193.80	A
USGS	10010100	1967-04-16		
USGS	10010100	1967-04-17		
USGS	10010100	1967-04-18		
USGS	10010100	1967-04-19		
USGS	10010100	1967-04-20		
USGS	10010100	1967-04-21		
USGS	10010100	1967-04-22		
USGS	10010100	1967-04-23		
USGS	10010100	1967-04-24		
USGS	10010100	1967-04-25		
USGS	10010100	1967-04-26		
USGS	10010100	1967-04-27		
USGS	10010100	1967-04-28		
USGS	10010100	1967-04-29		
USGS	10010100	1967-04-30		
USGS	10010100	1967-05-01	4193.80	A
USGS	10010100	1967-05-02		
USGS	10010100	1967-05-03		
USGS	10010100	1967-05-04		
USGS	10010100	1967-05-05		
USGS	10010100	1967-05-06		
USGS	10010100	1967-05-07		
USGS	10010100	1967-05-08		
USGS	10010100	1967-05-09		
USGS	10010100	1967-05-10		
USGS	10010100	1967-05-11		
USGS	10010100	1967-05-12		
USGS	10010100	1967-05-13		
USGS	10010100	1967-05-14		
USGS	10010100	1967-05-15	4193.90	A
USGS	10010100	1967-05-16		
USGS	10010100	1967-05-17		
USGS	10010100	1967-05-18		
USGS	10010100	1967-05-19		
USGS	10010100	1967-05-20		
USGS	10010100	1967-05-21		
USGS	10010100	1967-05-22		
USGS	10010100	1967-05-23		
USGS	10010100	1967-05-24		
USGS	10010100	1967-05-25		
USGS	10010100	1967-05-26		
USGS	10010100	1967-05-27		
USGS	10010100	1967-05-28		
USGS	10010100	1967-05-29		
USGS	10010100	1967-05-30		
USGS	10010100	1967-05-31		
USGS	10010100	1967-06-01	4194.00	A
USGS	10010100	1967-06-02		
USGS	10010100	1967-06-03		
USGS	10010100	1967-06-04		
USGS	10010100	1967-06-05		
USGS	10010100	1967-06-06		
USGS	10010100	1967-06-07		
USGS	10010100	1967-06-08		
USGS	10010100	1967-06-09		
USGS	10010100	1967-06-10		
USGS	10010100	1967-06-11		
USGS	10010100	1967-06-12		
USGS	10010100	1967-06-13		
USGS	10010100	1967-06-14		
USGS	10010100	1967-06-15	4194.20	A
USGS	10010100	1967-06-16		
USGS	10010100	1967-06-17		
USGS	10010100	1967-06-18		
USGS	10010100	1967-06-19		
USGS	10010100	1967-06-20		
USGS	10010100	1967-06-21		
USGS	10010100	1967-06-22		
USGS	10010100	1967-06-23		
USGS	10010100	1967-06-24		
USGS	10010100	1967-06-25		
USGS	10010100	1967-06-26		
USGS	10010100	1967-06-27		
USGS	10010100	1967-06-28		
USGS	10010100	1967-06-29		
USGS	10010100	1967-06-30		
USGS	10010100	1967-07-01	4194.40	A
USGS	10010100	1967-07-02		
USGS	10010100	1967-07-03		
USGS	10010100	1967-07-04		
USGS	10010100	1967-07-05		
USGS	10010100	1967-07-06		
USGS	10010100	1967-07-07		
USGS	10010100	1967-07-08		
USGS	10010100	1967-07-09		
USGS	10010100	1967-07-10		
USGS	10010100	1967-07-11		
USGS	10010100	1967-07-12		
USGS	10010100	1967-07-13		
USGS	10010100	1967-07-14		
USGS	10010100	1967-07-15	4194.30	A
USGS	10010100	1967-07-16		
USGS	10010100	1967-07-17		
USGS	10010100	1967-07-18		
USGS	10010100	1967-07-19		
USGS	10010100	1967-07-20		
USGS	10010100	1967-07-21		
USGS	10010100	1967-07-22		
USGS	10010100	1967-07-23		
USGS	10010100	1967-07-24		
USGS	10010100	1967-07-25		
USGS	10010100	1967-07-26		
USGS	10010100	1967-07-27		
USGS	10010100	1967-07-28		
USGS	10010100	1967-07-29		
USGS	10010100	1967-07-30		
USGS	10010100	1967-07-31		
USGS	10010100	1967-08-01		
USGS	10010100	1967-08-02		
USGS	10010100	1967-08-03		
USGS	10010100	1967-08-04		
USGS	10010100	1967-08-05		
USGS	10010100	1967-08-06		
USGS	10010100	1967-08-07		
USGS	10010100	1967-08-08		
USGS	10010100	1967-08-09		
USGS	10010100	1967-08-10		
USGS	10010100	1967-08-11		
USGS	10010100	1967-08-12		
USGS	10010100	1967-08-13		
USGS	10010100	1967-08-14		
USGS	10010100	1967-08-15	4193.90	A
USGS	10010100	1967-08-16		
USGS	10010100	1967-08-17		
USGS	10010100	1967-08-18		
USGS	10010100	1967-08-19		
USGS	10010100	1967-08-20		
USGS	10010100	1967-08-21		
USGS	10010100	1967-08-22		
USGS	10010100	1967-08-23		
USGS	10010100	1967-08-24		
USGS	10010100	1967-08-25		
USGS	10010100	1967-08-26		
USGS	10010100	1967-08-27		
USGS	10010100	1967-08-28		
USGS	10010100	1967-08-29		
USGS	10010100	1967-08-30		
USGS	10010100	1967-08-31		
USGS	10010100	1967-09-01	4193.80	A
USGS	10010100	1967-09-02		
USGS	10010100	1967-09-03		
USGS	10010100	1967-09-04		
USGS	10010100	1967-09-05		
USGS	10010100	1967-09-06		
USGS	10010100	1967-09-07		
USGS	10010100	1967-09-08		
USGS	10010100	1967-09-09		
USGS	10010100	1967-09-10		
USGS	10010100	1967-09-11		
USGS	10010100	1967-09-12		
USGS	10010100	1967-09-13		
USGS	10010100	1967-09-14		
USGS	10010100	1967-09-15	4193.60	A
USGS	10010100	1967-09-16		
USGS	10010100	1967-09-17		
USGS	10010100	1967-09-18		
USGS	10010100	1967-09-19		
USGS	10010100	1967-09-20		
USGS	10010100	1967-09-21		
USGS	10010100	1967-09-22		
USGS	10010100	1967-09-23		
USGS	10010100	1967-09-24		
USGS	10010100	1967-09-25		
USGS	10010100	1967-09-26		
USGS	10010100	1967-09-27		
USGS	10010100	1967-09-28		
USGS	10010100	1967-09-29		
USGS	10010100	1967-09-30		
USGS	10010100	1967-10-01	4193.40	A
USGS	10010100	1967-10-02		
USGS	10010100	1967-10-03		
USGS	10010100	1967-10-04		
USGS	10010100	1967-10-05		
USGS	10010100	1967-10-06		
USGS	10010100	1967-10-07		
USGS	10010100	1967-10-08		
USGS	10010100	1967-10-09		
USGS	10010100	1967-10-10		
USGS	10010100	1967-10-11		
USGS	10010100	1967-10-12		
USGS	10010100	1967-10-13		
USGS	10010100	1967-10-14		
USGS	10010100	1967-10-15	4193.40	A
USGS	10010100	1967-10-16		
USGS	10010100	1967-10-17		
USGS	10010100	1967-10-18		
USGS	10010100	1967-10-19		
USGS	10010100	1967-10-20		
USGS	10010100	1967-10-21		
USGS	10010100	1967-10-22		
USGS	10010100	1967-10-23		
USGS	10010100	1967-10-24		
USGS	10010100	1967-10-25		
USGS	10010100	1967-10-26		
USGS	10010100	1967-10-27		
USGS	10010100	1967-10-28		
USGS	10010100	1967-10-29		
USGS	10010100	1967-10-30		
USGS	10010100	1967-10-31		
USGS	10010100	1967-11-01	4193.30	A
USGS	10010100	1967-11-02		
USGS	10010100	1967-11-03		
USGS	10010100	1967-11-04		
USGS	10010100	1967-11-05		
USGS	10010100	1967-11-06		
USGS	10010100	1967-11-07		
USGS	10010100	1967-11-08		
USGS	10010100	1967-11-09		
USGS	10010100	1967-11-10		
USGS	10010100	1967-11-11		
USGS	10010100	1967-11-12		
USGS	10010100	1967-11-13		
USGS	10010100	1967-11-14		
USGS	10010100	1967-11-15	4193.40	A
USGS	10010100	1967-11-16		
USGS	10010100	1967-11-17		
USGS	10010100	1967-11-18		
USGS	10010100	1967-11-19		
USGS	10010100	1967-11-20		
USGS	10010100	1967-11-21		
USGS	10010100	1967-11-22		
USGS	10010100	1967-11-23		
USGS	10010100	1967-11-24		
USGS	10010100	1967-11-25		
USGS	10010100	1967-11-26		
USGS	10010100	1967-11-27		
USGS	10010100	1967-11-28		
USGS	10010100	1967-11-29		
USGS	10010100	1967-11-30		
USGS	10010100	1967-12-01	4193.40	A
USGS	10010100	1967-12-02		
USGS	10010100	1967-12-03		
USGS	10010100	1967-12-04		
USGS	10010100	1967-12-05		
USGS	10010100	1967-12-06		
USGS	10010100	1967-12-07		
USGS	10010100	1967-12-08		
USGS	10010100	1967-12-09		
USGS	10010100	1967-12-10		
USGS	10010100	1967-12-11		
USGS	10010100	1967-12-12		
USGS	10010100	1967-12-13		
USGS	10010100	1967-12-14		
USGS	10010100	1967-12-15	4193.40	A
USGS	10010100	1967-12-16		
USGS	10010100	1967-12-17		
USGS	10010100	1967-12-18		
USGS	10010100	1967-12-19		
USGS	10010100	1967-12-20		
USGS	10010100	1967-12-21		
USGS	10010100	1967-12-22		
USGS	10010100	1967-12-23		
USGS	10010100	1967-12-24		
USGS	10010100	1967-12-25		
USGS	10010100	1967-12-26		
USGS	10010100	1967-12-27		
USGS	10010100	1967-12-28		
USGS	10010100	1967-12-29		
USGS	10010100	1967-12-30		
USGS	10010100	1967-12-31		
USGS	10010100	1968-01-01	4193.50	A
USGS	10010100	1968-01-02		
USGS	10010100	1968-01-03		
USGS	10010100	1968-01-04		
USGS	10010100	1968-01-05		
USGS	10010100	1968-01-06		
USGS	10010100	1968-01-07		
USGS	10010100	1968-01-08		
USGS	10010100	1968-01-09		
USGS	10010100	1968-01-10		
USGS	10010100	1968-01-11		
USGS	10010100	1968-01-12		
USGS	10010100	1968-01-13		
USGS	10010100	1968-01-14		
USGS	10010100	1968-01-15	4193.60	A
USGS	10010100	1968-01-16		
USGS	10010100	1968-01-17		
USGS	10010100	1968-01-18		
USGS	10010100	1968-01-19		
USGS	10010100	1968-01-20		
USGS	10010100	1968-01-21		
USGS	10010100	1968-01-22		
USGS	10010100	1968-01-23		
USGS	10010100	1968-01-24		
USGS	10010100	1968-01-25		
USGS	10010100	1968-01-26		
USGS	10010100	1968-01-27		
USGS	10010100	1968-01-28		
USGS	10010100	1968-01-29		
USGS	10010100	1968-01-30		
USGS	10010100	1968-01-31		
USGS	10010100	1968-02-01	4193.80	A
USGS	10010100	1968-02-02		
USGS	10010100	1968-02-03		
USGS	10010100	1968-02-04		
USGS	10010100	1968-02-05		
USGS	10010100	1968-02-06		
USGS	10010100	1968-02-07		
USGS	10010100	1968-02-08		
USGS	10010100	1968-02-09		
USGS	10010100	1968-02-10		
USGS	10010100	1968-02-11		
USGS	10010100	1968-02-12		
USGS	10010100	1968-02-13		
USGS	10010100	1968-02-14		
USGS	10010100	1968-02-15	4193.90	A
USGS	10010100	1968-02-16		
USGS	10010100	1968-02-17		
USGS	10010100	1968-02-18		
USGS	10010100	1968-02-19		
USGS	10010100	1968-02-20		
USGS	10010100	1968-02-21		
USGS	10010100	1968-02-22		
USGS	10010100	1968-02-23		
USGS	10010100	1968-02-24		
USGS	10010100	1968-02-25		
USGS	10010100	1968-02-26		
USGS	10010100	1968-02-27		
USGS	10010100	1968-02-28		
USGS	10010100	1968-02-29		
USGS	10010100	1968-03-01	4194.10	A
USGS	10010100	1968-03-02		
USGS	10010100	1968-03-03		
USGS	10010100	1968-03-04		
USGS	10010100	1968-03-05		
USGS	10010100	1968-03-06		
USGS	10010100	1968-03-07		
USGS	10010100	1968-03-08		
USGS	10010100	1968-03-09		
USGS	10010100	1968-03-10		
USGS	10010100	1968-03-11		
USGS	10010100	1968-03-12		
USGS	10010100	1968-03-13		
USGS	10010100	1968-03-14		
USGS	10010100	1968-03-15	4194.40	A
USGS	10010100	1968-03-16		
USGS	10010100	1968-03-17		
USGS	10010100	1968-03-18		
USGS	10010100	1968-03-19		
USGS	10010100	1968-03-20		
USGS	10010100	1968-03-21		
USGS	10010100	1968-03-22		
USGS	10010100	1968-03-23		
USGS	10010100	1968-03-24		
USGS	10010100	1968-03-25		
USGS	10010100	1968-03-26		
USGS	10010100	1968-03-27		
USGS	10010100	1968-03-28		
USGS	10010100	1968-03-29		
USGS	10010100	1968-03-30		
USGS	10010100	1968-03-31		
USGS	10010100	1968-04-01	4194.60	A
USGS	10010100	1968-04-02		
USGS	10010100	1968-04-03		
USGS	10010100	1968-04-04		
USGS	10010100	1968-04-05		
USGS	10010100	1968-04-06		
USGS	10010100	1968-04-07		
USGS	10010100	1968-04-08		
USGS	10010100	1968-04-09		
USGS	10010100	1968-04-10		
USGS	10010100	1968-04-11		
USGS	10010100	1968-04-12		
USGS	10010100	1968-04-13		
USGS	10010100	1968-04-14		
USGS	10010100	1968-04-15	4194.70	A
USGS	10010100	1968-04-16		
USGS	10010100	1968-04-17		
USGS	10010100	1968-04-18		
USGS	10010100	1968-04-19		
USGS	10010100	1968-04-20		
USGS	10010100	1968-04-21		
USGS	10010100	1968-04-22		
USGS	10010100	1968-04-23		
USGS	10010100	1968-04-24		
USGS	10010100	1968-04-25		
USGS	10010100	1968-04-26		
USGS	10010100	1968-04-27		
USGS	10010100	1968-04-28		
USGS	10010100	1968-04-29		
USGS	10010100	1968-04-30		
USGS	10010100	1968-05-01	4194.70	A
USGS	10010100	1968-05-02		
USGS	10010100	1968-05-03		
USGS	10010100	1968-05-04		
USGS	10010100	1968-05-05		
USGS	10010100	1968-05-06		
USGS	10010100	1968-05-07		
USGS	10010100	1968-05-08		
USGS	10010100	1968-05-09		
USGS	10010100	1968-05-10		
USGS	10010100	1968-05-11		
USGS	10010100	1968-05-12		
USGS	10010100	1968-05-13		
USGS	10010100	1968-05-14		
USGS	10010100	1968-05-15	4194.80	A
USGS	10010100	1968-05-16		
USGS	10010100	1968-05-17		
USGS	10010100	1968-05-18		
USGS	10010100	1968-05-19		
USGS	10010100	1968-05-20		
USGS	10010100	1968-05-21		
USGS	10010100	1968-05-22		
USGS	10010100	1968-05-23		
USGS	10010100	1968-05-24		
USGS	10010100	1968-05-25		
USGS	10010100	1968-05-26		
USGS	10010100	1968-05-27		
USGS	10010100	1968-05-28		
USGS	10010100	1968-05-29		
USGS	10010100	1968-05-30		
USGS	10010100	1968-05-31		
USGS	10010100	1968-06-01	4194.70	A
USGS	10010100	1968-06-02		
USGS	10010100	1968-06-03		
USGS	10010100	1968-06-04		
USGS	10010100	1968-06-05		
USGS	10010100	1968-06-06		
USGS	10010100	1968-06-07		
USGS	10010100	1968-06-08		
