Organization,StationID,Date,Elevation_NGVD29
USGS,10010100,1/13/1985,
USGS,10010100,1/14/1985,
USGS,10010100,1/15/1985,4208.1
USGS,10010100,1/16/1985,
USGS,10010100,1/17/1985,
USGS,10010100,1/18/1985,
USGS,10010100,1/19/1985,
USGS,10010100,1/20/1985,
USGS,10010100,1/21/1985,
USGS,10010100,1/22/1985,
USGS,10010100,1/23/1985,
USGS,10010100,1/24/1985,
USGS,10010100,1/25/1985,
USGS,10010100,1/26/1985,
USGS,10010100,1/27/1985,
USGS,10010100,1/28/1985,
USGS,10010100,1/29/1985,
USGS,10010100,1/30/1985,
USGS,10010100,1/31/1985,
USGS,10010100,2/1/1985,4208.2
USGS,10010100,2/2/1985,
USGS,10010100,2/3/1985,
USGS,10010100,2/4/1985,
USGS,10010100,2/5/1985,
USGS,10010100,2/6/1985,
USGS,10010100,2/7/1985,
USGS,10010100,2/8/1985,
USGS,10010100,2/9/1985,
USGS,10010100,2/10/1985,
USGS,10010100,2/11/1985,
USGS,10010100,2/12/1985,
USGS,10010100,2/13/1985,
USGS,10010100,2/14/1985,
USGS,10010100,2/15/1985,4208.3
USGS,10010100,2/16/1985,
USGS,10010100,2/17/1985,
USGS,10010100,2/18/1985,
USGS,10010100,2/19/1985,
USGS,10010100,2/20/1985,
USGS,10010100,2/21/1985,
USGS,10010100,2/22/1985,
USGS,10010100,2/23/1985,
USGS,10010100,2/24/1985,
USGS,10010100,2/25/1985,
USGS,10010100,2/26/1985,
USGS,10010100,2/27/1985,
USGS,10010100,2/28/1985,
USGS,10010100,3/1/1985,4208.5
USGS,10010100,3/2/1985,
USGS,10010100,3/3/1985,
USGS,10010100,3/4/1985,
USGS,10010100,3/5/1985,
USGS,10010100,3/6/1985,
USGS,10010100,3/7/1985,
USGS,10010100,3/8/1985,
USGS,10010100,3/9/1985,
USGS,10010100,3/10/1985,
USGS,10010100,3/11/1985,
USGS,10010100,3/12/1985,
USGS,10010100,3/13/1985,
USGS,10010100,3/14/1985,
USGS,10010100,3/15/1985,4208.8
USGS,10010100,3/16/1985,
USGS,10010100,3/17/1985,
USGS,10010100,3/18/1985,
USGS,10010100,3/19/1985,
USGS,10010100,3/20/1985,
USGS,10010100,3/21/1985,
USGS,10010100,3/22/1985,
USGS,10010100,3/23/1985,
USGS,10010100,3/24/1985,
USGS,10010100,3/25/1985,
USGS,10010100,3/26/1985,
USGS,10010100,3/27/1985,
USGS,10010100,3/28/1985,
USGS,10010100,3/29/1985,
USGS,10010100,3/30/1985,
USGS,10010100,3/31/1985,
USGS,10010100,4/1/1985,4208.9
USGS,10010100,4/2/1985,
USGS,10010100,4/3/1985,
USGS,10010100,4/4/1985,
USGS,10010100,4/5/1985,
USGS,10010100,4/6/1985,
USGS,10010100,4/7/1985,
USGS,10010100,4/8/1985,
USGS,10010100,4/9/1985,
USGS,10010100,4/10/1985,
USGS,10010100,4/11/1985,
USGS,10010100,4/12/1985,
USGS,10010100,4/13/1985,
USGS,10010100,4/14/1985,
USGS,10010100,4/15/1985,4209.1
USGS,10010100,4/16/1985,
USGS,10010100,4/17/1985,
USGS,10010100,4/18/1985,
USGS,10010100,4/19/1985,
USGS,10010100,4/20/1985,
USGS,10010100,4/21/1985,
USGS,10010100,4/22/1985,
USGS,10010100,4/23/1985,
USGS,10010100,4/24/1985,
USGS,10010100,4/25/1985,
USGS,10010100,4/26/1985,
USGS,10010100,4/27/1985,
USGS,10010100,4/28/1985,
USGS,10010100,4/29/1985,
USGS,10010100,4/30/1985,
USGS,10010100,5/1/1985,4209.2
USGS,10010100,5/2/1985,
USGS,10010100,5/3/1985,
USGS,10010100,5/4/1985,
USGS,10010100,5/5/1985,
USGS,10010100,5/6/1985,
USGS,10010100,5/7/1985,
USGS,10010100,5/8/1985,
USGS,10010100,5/9/1985,
USGS,10010100,5/10/1985,
USGS,10010100,5/11/1985,
USGS,10010100,5/12/1985,
USGS,10010100,5/13/1985,
USGS,10010100,5/14/1985,
USGS,10010100,5/15/1985,4209.3
USGS,10010100,5/16/1985,
USGS,10010100,5/17/1985,
USGS,10010100,5/18/1985,
USGS,10010100,5/19/1985,
USGS,10010100,5/20/1985,
USGS,10010100,5/21/1985,
USGS,10010100,5/22/1985,
USGS,10010100,5/23/1985,
USGS,10010100,5/24/1985,
USGS,10010100,5/25/1985,
USGS,10010100,5/26/1985,
USGS,10010100,5/27/1985,
USGS,10010100,5/28/1985,
USGS,10010100,5/29/1985,
USGS,10010100,5/30/1985,
USGS,10010100,5/31/1985,
USGS,10010100,6/1/1985,4209.3
USGS,10010100,6/2/1985,
USGS,10010100,6/3/1985,
USGS,10010100,6/4/1985,
USGS,10010100,6/5/1985,
USGS,10010100,6/6/1985,
USGS,10010100,6/7/1985,
USGS,10010100,6/8/1985,
USGS,10010100,6/9/1985,
USGS,10010100,6/10/1985,
USGS,10010100,6/11/1985,
USGS,10010100,6/12/1985,
USGS,10010100,6/13/1985,
USGS,10010100,6/14/1985,
USGS,10010100,6/15/1985,4209.2
USGS,10010100,6/16/1985,
USGS,10010100,6/17/1985,
USGS,10010100,6/18/1985,
USGS,10010100,6/19/1985,
USGS,10010100,6/20/1985,
USGS,10010100,6/21/1985,
USGS,10010100,6/22/1985,
USGS,10010100,6/23/1985,
USGS,10010100,6/24/1985,
USGS,10010100,6/25/1985,
USGS,10010100,6/26/1985,
USGS,10010100,6/27/1985,
USGS,10010100,6/28/1985,
USGS,10010100,6/29/1985,
USGS,10010100,6/30/1985,
USGS,10010100,7/1/1985,4209.1
USGS,10010100,7/2/1985,
USGS,10010100,7/3/1985,
USGS,10010100,7/4/1985,
USGS,10010100,7/5/1985,
USGS,10010100,7/6/1985,
USGS,10010100,7/7/1985,
USGS,10010100,7/8/1985,
USGS,10010100,7/9/1985,
USGS,10010100,7/10/1985,
USGS,10010100,7/11/1985,
USGS,10010100,7/12/1985,
USGS,10010100,7/13/1985,
USGS,10010100,7/14/1985,
USGS,10010100,7/15/1985,4208.9
USGS,10010100,7/16/1985,
USGS,10010100,7/17/1985,
USGS,10010100,7/18/1985,
USGS,10010100,7/19/1985,
USGS,10010100,7/20/1985,
USGS,10010100,7/21/1985,
USGS,10010100,7/22/1985,
USGS,10010100,7/23/1985,
USGS,10010100,7/24/1985,
USGS,10010100,7/25/1985,
USGS,10010100,7/26/1985,
USGS,10010100,7/27/1985,
USGS,10010100,7/28/1985,
USGS,10010100,7/29/1985,
USGS,10010100,7/30/1985,
USGS,10010100,7/31/1985,
USGS,10010100,8/1/1985,4208.5
USGS,10010100,8/2/1985,
USGS,10010100,8/3/1985,
USGS,10010100,8/4/1985,
USGS,10010100,8/5/1985,
USGS,10010100,8/6/1985,
USGS,10010100,8/7/1985,
USGS,10010100,8/8/1985,
USGS,10010100,8/9/1985,
USGS,10010100,8/10/1985,
USGS,10010100,8/11/1985,
USGS,10010100,8/12/1985,
USGS,10010100,8/13/1985,
USGS,10010100,8/14/1985,
USGS,10010100,8/15/1985,4208.3
USGS,10010100,8/16/1985,
USGS,10010100,8/17/1985,
USGS,10010100,8/18/1985,
USGS,10010100,8/19/1985,
USGS,10010100,8/20/1985,
USGS,10010100,8/21/1985,
USGS,10010100,8/22/1985,
USGS,10010100,8/23/1985,
USGS,10010100,8/24/1985,
USGS,10010100,8/25/1985,
USGS,10010100,8/26/1985,
USGS,10010100,8/27/1985,
USGS,10010100,8/28/1985,
USGS,10010100,8/29/1985,
USGS,10010100,8/30/1985,
USGS,10010100,8/31/1985,
USGS,10010100,9/1/1985,4208.1
USGS,10010100,9/2/1985,
USGS,10010100,9/3/1985,
USGS,10010100,9/4/1985,
USGS,10010100,9/5/1985,
USGS,10010100,9/6/1985,
USGS,10010100,9/7/1985,
USGS,10010100,9/8/1985,
USGS,10010100,9/9/1985,
USGS,10010100,9/10/1985,
USGS,10010100,9/11/1985,
USGS,10010100,9/12/1985,
USGS,10010100,9/13/1985,
USGS,10010100,9/14/1985,
USGS,10010100,9/15/1985,4207.9
USGS,10010100,9/16/1985,
USGS,10010100,9/17/1985,
USGS,10010100,9/18/1985,
USGS,10010100,9/19/1985,
USGS,10010100,9/20/1985,
USGS,10010100,9/21/1985,
USGS,10010100,9/22/1985,
USGS,10010100,9/23/1985,
USGS,10010100,9/24/1985,
USGS,10010100,9/25/1985,
USGS,10010100,9/26/1985,
USGS,10010100,9/27/1985,
USGS,10010100,9/28/1985,
USGS,10010100,9/29/1985,
USGS,10010100,9/30/1985,
USGS,10010100,10/1/1985,4207.8
USGS,10010100,10/2/1985,
USGS,10010100,10/3/1985,
USGS,10010100,10/4/1985,
USGS,10010100,10/5/1985,
USGS,10010100,10/6/1985,
USGS,10010100,10/7/1985,
USGS,10010100,10/8/1985,
USGS,10010100,10/9/1985,
USGS,10010100,10/10/1985,
USGS,10010100,10/11/1985,
USGS,10010100,10/12/1985,
USGS,10010100,10/13/1985,
USGS,10010100,10/14/1985,
USGS,10010100,10/15/1985,4207.8
USGS,10010100,10/16/1985,
USGS,10010100,10/17/1985,
USGS,10010100,10/18/1985,
USGS,10010100,10/19/1985,
USGS,10010100,10/20/1985,
USGS,10010100,10/21/1985,
USGS,10010100,10/22/1985,
USGS,10010100,10/23/1985,
USGS,10010100,10/24/1985,
USGS,10010100,10/25/1985,
USGS,10010100,10/26/1985,
USGS,10010100,10/27/1985,
USGS,10010100,10/28/1985,
USGS,10010100,10/29/1985,
USGS,10010100,10/30/1985,
USGS,10010100,10/31/1985,
USGS,10010100,11/1/1985,4207.8
USGS,10010100,11/2/1985,
USGS,10010100,11/3/1985,
USGS,10010100,11/4/1985,
USGS,10010100,11/5/1985,
USGS,10010100,11/6/1985,
USGS,10010100,11/7/1985,
USGS,10010100,11/8/1985,
USGS,10010100,11/9/1985,
USGS,10010100,11/10/1985,
USGS,10010100,11/11/1985,
USGS,10010100,11/12/1985,
USGS,10010100,11/13/1985,
USGS,10010100,11/14/1985,
USGS,10010100,11/15/1985,4208
USGS,10010100,11/16/1985,
USGS,10010100,11/17/1985,
USGS,10010100,11/18/1985,
USGS,10010100,11/19/1985,
USGS,10010100,11/20/1985,
USGS,10010100,11/21/1985,
USGS,10010100,11/22/1985,
USGS,10010100,11/23/1985,
USGS,10010100,11/24/1985,
USGS,10010100,11/25/1985,
USGS,10010100,11/26/1985,
USGS,10010100,11/27/1985,
USGS,10010100,11/28/1985,
USGS,10010100,11/29/1985,
USGS,10010100,11/30/1985,
USGS,10010100,12/1/1985,4208
USGS,10010100,12/2/1985,
USGS,10010100,12/3/1985,
USGS,10010100,12/4/1985,
USGS,10010100,12/5/1985,
USGS,10010100,12/6/1985,
USGS,10010100,12/7/1985,
USGS,10010100,12/8/1985,
USGS,10010100,12/9/1985,
USGS,10010100,12/10/1985,
USGS,10010100,12/11/1985,
USGS,10010100,12/12/1985,
USGS,10010100,12/13/1985,
USGS,10010100,12/14/1985,
USGS,10010100,12/15/1985,4208.2
USGS,10010100,12/16/1985,
USGS,10010100,12/17/1985,
USGS,10010100,12/18/1985,
USGS,10010100,12/19/1985,
USGS,10010100,12/20/1985,
USGS,10010100,12/21/1985,
USGS,10010100,12/22/1985,
USGS,10010100,12/23/1985,
USGS,10010100,12/24/1985,
USGS,10010100,12/25/1985,
USGS,10010100,12/26/1985,
USGS,10010100,12/27/1985,
USGS,10010100,12/28/1985,
USGS,10010100,12/29/1985,
USGS,10010100,12/30/1985,
USGS,10010100,12/31/1985,
USGS,10010100,1/1/1986,4208.4
USGS,10010100,1/2/1986,
USGS,10010100,1/3/1986,
USGS,10010100,1/4/1986,
USGS,10010100,1/5/1986,
USGS,10010100,1/6/1986,
USGS,10010100,1/7/1986,
USGS,10010100,1/8/1986,
USGS,10010100,1/9/1986,
USGS,10010100,1/10/1986,
USGS,10010100,1/11/1986,
USGS,10010100,1/12/1986,
USGS,10010100,1/13/1986,
USGS,10010100,1/14/1986,
USGS,10010100,1/15/1986,4208.5
USGS,10010100,1/16/1986,
USGS,10010100,1/17/1986,
USGS,10010100,1/18/1986,
USGS,10010100,1/19/1986,
USGS,10010100,1/20/1986,
USGS,10010100,1/21/1986,
USGS,10010100,1/22/1986,
USGS,10010100,1/23/1986,
USGS,10010100,1/24/1986,
USGS,10010100,1/25/1986,
USGS,10010100,1/26/1986,
USGS,10010100,1/27/1986,
USGS,10010100,1/28/1986,
USGS,10010100,1/29/1986,
USGS,10010100,1/30/1986,
USGS,10010100,1/31/1986,
USGS,10010100,2/1/1986,4208.7
USGS,10010100,2/2/1986,
USGS,10010100,2/3/1986,
USGS,10010100,2/4/1986,
USGS,10010100,2/5/1986,
USGS,10010100,2/6/1986,
USGS,10010100,2/7/1986,
USGS,10010100,2/8/1986,
USGS,10010100,2/9/1986,
USGS,10010100,2/10/1986,
USGS,10010100,2/11/1986,
USGS,10010100,2/12/1986,
USGS,10010100,2/13/1986,
USGS,10010100,2/14/1986,
USGS,10010100,2/15/1986,4208.8
USGS,10010100,2/16/1986,
USGS,10010100,2/17/1986,
USGS,10010100,2/18/1986,
USGS,10010100,2/19/1986,
USGS,10010100,2/20/1986,
USGS,10010100,2/21/1986,
USGS,10010100,2/22/1986,
USGS,10010100,2/23/1986,
USGS,10010100,2/24/1986,
USGS,10010100,2/25/1986,
USGS,10010100,2/26/1986,
USGS,10010100,2/27/1986,
USGS,10010100,2/28/1986,
USGS,10010100,3/1/1986,4209.2
USGS,10010100,3/2/1986,
USGS,10010100,3/3/1986,
USGS,10010100,3/4/1986,
USGS,10010100,3/5/1986,
USGS,10010100,3/6/1986,
USGS,10010100,3/7/1986,
USGS,10010100,3/8/1986,
USGS,10010100,3/9/1986,
USGS,10010100,3/10/1986,
USGS,10010100,3/11/1986,
USGS,10010100,3/12/1986,
USGS,10010100,3/13/1986,
USGS,10010100,3/14/1986,
USGS,10010100,3/15/1986,4209.5
USGS,10010100,3/16/1986,
USGS,10010100,3/17/1986,
USGS,10010100,3/18/1986,
USGS,10010100,3/19/1986,
USGS,10010100,3/20/1986,
USGS,10010100,3/21/1986,
USGS,10010100,3/22/1986,
USGS,10010100,3/23/1986,
USGS,10010100,3/24/1986,
USGS,10010100,3/25/1986,
USGS,10010100,3/26/1986,
USGS,10010100,3/27/1986,
USGS,10010100,3/28/1986,
USGS,10010100,3/29/1986,
USGS,10010100,3/30/1986,
USGS,10010100,3/31/1986,
USGS,10010100,4/1/1986,4209.8
USGS,10010100,4/2/1986,
USGS,10010100,4/3/1986,
USGS,10010100,4/4/1986,
USGS,10010100,4/5/1986,
USGS,10010100,4/6/1986,
USGS,10010100,4/7/1986,
USGS,10010100,4/8/1986,
USGS,10010100,4/9/1986,
USGS,10010100,4/10/1986,
USGS,10010100,4/11/1986,
USGS,10010100,4/12/1986,
USGS,10010100,4/13/1986,
USGS,10010100,4/14/1986,
USGS,10010100,4/15/1986,4210
USGS,10010100,4/16/1986,
USGS,10010100,4/17/1986,
USGS,10010100,4/18/1986,
USGS,10010100,4/19/1986,
USGS,10010100,4/20/1986,
USGS,10010100,4/21/1986,
USGS,10010100,4/22/1986,
USGS,10010100,4/23/1986,
USGS,10010100,4/24/1986,
USGS,10010100,4/25/1986,
USGS,10010100,4/26/1986,
USGS,10010100,4/27/1986,
USGS,10010100,4/28/1986,
USGS,10010100,4/29/1986,
USGS,10010100,4/30/1986,
USGS,10010100,5/1/1986,4210.5
USGS,10010100,5/2/1986,
USGS,10010100,5/3/1986,
USGS,10010100,5/4/1986,
USGS,10010100,5/5/1986,
USGS,10010100,5/6/1986,
USGS,10010100,5/7/1986,
